Unit,Season,Bulls,Cows,Calves,Total Harvest,Total Hunters,Percent Success,Total Rec. Days,Category,Antlerless,TH23,PS23,TH22,PS22,threeyearsuccess,threeyearshunters,slope,gmu_area_sqmi,public_sqmi,percent_public,latitude,longitude,Acres,Acres Public,harvestunit,Hunters Density Per Sq. Mile,Hunters Density Per Public Sq. Mile,onx,Tags
35,NA,86,NA,NA,139,703,20,2930,All Rifle Seasons,53,674,16,615,18,18%,664,0.9999999999999978,  454,  318,70%,39.76679410067051,-106.8467406140102,"  290,807","  203,440",35 All Rifle Seasons,1547.1,2211.6,https://webmap.onxmaps.com/hunt/map#9.45/39.7667941006705/-106.84674061401,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF035O2R,EF035O3R,EE035O4R,EF035O4R,EE035P1R,EF035P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A,EE025W1R,EF025W1R,EF025W2R"
35,NA,0,NA,NA,0,3,0,13,Late Seasons (Including PLOs),0,10,50,7,100,50%,7,-50.000000000000036,  454,  318,70%,39.76679410067051,-106.8467406140102,"  290,807","  203,440",35 Late Seasons (Including PLOs),6.6,9.4,https://webmap.onxmaps.com/hunt/map#9.45/39.7667941006705/-106.84674061401,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF035O2R,EF035O3R,EE035O4R,EF035O4R,EE035P1R,EF035P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A,EE025W1R,EF025W1R,EF025W2R"
35,NA,7,NA,NA,27,71,38,355,Private Land Only Seasons,20,54,47,40,33,39%,55,2.499999999999996,  454,  318,70%,39.76679410067051,-106.8467406140102,"  290,807","  203,440",35 Private Land Only Seasons,156.3,223.4,https://webmap.onxmaps.com/hunt/map#9.45/39.7667941006705/-106.84674061401,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF035O2R,EF035O3R,EE035O4R,EF035O4R,EE035P1R,EF035P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A,EE025W1R,EF025W1R,EF025W2R"
35,NA,21,NA,NA,35,125,28,458,First Rifle Seasons (All Harvest - Includes PLOs),14,113,29,94,13,23%,111,7.5000000000000036,  454,  318,70%,39.76679410067051,-106.8467406140102,"  290,807","  203,440",35 First Rifle Seasons (All Harvest - Includes PLOs),275.1,393.2,https://webmap.onxmaps.com/hunt/map#9.45/39.7667941006705/-106.84674061401,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF035O2R,EF035O3R,EE035O4R,EF035O4R,EE035P1R,EF035P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A,EE025W1R,EF025W1R,EF025W2R"
35,NA,45,NA,NA,48,280,17,1236,Second Rifle Seasons (All Harvest - Includes PLOs),2,229,7,245,14,13%,251,1.4999999999999996,  454,  318,70%,39.76679410067051,-106.8467406140102,"  290,807","  203,440",35 Second Rifle Seasons (All Harvest - Includes PLOs),616.2,880.9,https://webmap.onxmaps.com/hunt/map#9.45/39.7667941006705/-106.84674061401,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF035O2R,EF035O3R,EE035O4R,EF035O4R,EE035P1R,EF035P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A,EE025W1R,EF025W1R,EF025W2R"
35,NA,17,NA,NA,23,198,12,777,Third Rifle Seasons (All Harvest - Includes PLOs),6,231,12,196,19,14%,208,-3.500000000000003,  454,  318,70%,39.76679410067051,-106.8467406140102,"  290,807","  203,440",35 Third Rifle Seasons (All Harvest - Includes PLOs),435.8,622.9,https://webmap.onxmaps.com/hunt/map#9.45/39.7667941006705/-106.84674061401,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF035O2R,EF035O3R,EE035O4R,EF035O4R,EE035P1R,EF035P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A,EE025W1R,EF025W1R,EF025W2R"
35,NA,2,NA,NA,15,42,36,135,Fourth Rifle Seasons (All Harvest - Includes PLOs),13,41,7,33,26,23%,39,5.000000000000004,  454,  318,70%,39.76679410067051,-106.8467406140102,"  290,807","  203,440",35 Fourth Rifle Seasons (All Harvest - Includes PLOs),92.4,132.1,https://webmap.onxmaps.com/hunt/map#9.45/39.7667941006705/-106.84674061401,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF035O2R,EF035O3R,EE035O4R,EF035O4R,EE035P1R,EF035P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A,EE025W1R,EF025W1R,EF025W2R"
35,NA,62,NA,NA,62,398,16,Not Reported,All Antlered Rifle Seasons,0,391,9,344,16,14%,378,-0,  454,  318,70%,39.76679410067051,-106.8467406140102,"  290,807","  203,440",35 All Antlered Rifle Seasons,875.9,1252.1,https://webmap.onxmaps.com/hunt/map#9.45/39.7667941006705/-106.84674061401,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF035O2R,EF035O3R,EE035O4R,EF035O4R,EE035P1R,EF035P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A,EE025W1R,EF025W1R,EF025W2R"
35,NA,0,NA,NA,0,0,0,Not Reported,Antlered First Rifle Seasons (No PLO or Either-sex tags included),0,0,0,0,0,0%,0,-0,  454,  318,70%,39.76679410067051,-106.8467406140102,"  290,807","  203,440",35 Antlered First Rifle Seasons (No PLO or Either-sex tags included),0,0,https://webmap.onxmaps.com/hunt/map#9.45/39.7667941006705/-106.84674061401,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF035O2R,EF035O3R,EE035O4R,EF035O4R,EE035P1R,EF035P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A,EE025W1R,EF025W1R,EF025W2R"
35,NA,45,NA,NA,45,239,19,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,188,7,189,18,15%,205,0.49999999999999795,  454,  318,70%,39.76679410067051,-106.8467406140102,"  290,807","  203,440",35 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),526,751.9,https://webmap.onxmaps.com/hunt/map#9.45/39.7667941006705/-106.84674061401,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF035O2R,EF035O3R,EE035O4R,EF035O4R,EE035P1R,EF035P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A,EE025W1R,EF025W1R,EF025W2R"
35,NA,17,NA,NA,17,159,11,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,203,11,155,14,12%,172,-1.5000000000000013,  454,  318,70%,39.76679410067051,-106.8467406140102,"  290,807","  203,440",35 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),349.9,500.2,https://webmap.onxmaps.com/hunt/map#9.45/39.7667941006705/-106.84674061401,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF035O2R,EF035O3R,EE035O4R,EF035O4R,EE035P1R,EF035P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A,EE025W1R,EF025W1R,EF025W2R"
35,NA,0,NA,NA,0,0,0,Not Reported,Antlered Fourth Rifle Seasons (No PLO or Either-sex tags included),0,0,0,NA,NA,0%,0,0,  454,  318,70%,39.76679410067051,-106.8467406140102,"  290,807","  203,440",35 Antlered Fourth Rifle Seasons (No PLO or Either-sex tags included),0,0,https://webmap.onxmaps.com/hunt/map#9.45/39.7667941006705/-106.84674061401,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF035O2R,EF035O3R,EE035O4R,EF035O4R,EE035P1R,EF035P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A,EE025W1R,EF025W1R,EF025W2R"
35,NA,23,NA,NA,23,208,11,1309,All Archery Seasons,0,228,5,256,4,7%,231,3.500000000000001,  454,  318,70%,39.76679410067051,-106.8467406140102,"  290,807","  203,440",35 All Archery Seasons,457.8,654.3,https://webmap.onxmaps.com/hunt/map#9.45/39.7667941006705/-106.84674061401,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF035O2R,EF035O3R,EE035O4R,EF035O4R,EE035P1R,EF035P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A,EE025W1R,EF025W1R,EF025W2R"
35,NA,6,NA,NA,6,97,6,495,All Muzzleloader Seasons,0,91,12,83,8,9%,90,-1.0000000000000038,  454,  318,70%,39.76679410067051,-106.8467406140102,"  290,807","  203,440",35 All Muzzleloader Seasons,213.5,305.2,https://webmap.onxmaps.com/hunt/map#9.45/39.7667941006705/-106.84674061401,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF035O2R,EF035O3R,EE035O4R,EF035O4R,EE035P1R,EF035P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A,EE025W1R,EF025W1R,EF025W2R"
35,NA,6,NA,NA,6,62,10,Not Reported,Antlered Muzzleloader,0,66,16,69,5,10%,66,2.4999999999999987,  454,  318,70%,39.76679410067051,-106.8467406140102,"  290,807","  203,440",35 Antlered Muzzleloader,136.4,195,https://webmap.onxmaps.com/hunt/map#9.45/39.7667941006705/-106.84674061401,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF035O2R,EF035O3R,EE035O4R,EF035O4R,EE035P1R,EF035P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A,EE025W1R,EF025W1R,EF025W2R"
35,NA,0,NA,NA,10,55,17,203,First Season Limited Antlerless,10,48,25,47,10,17%,50,3.499999999999997,  454,  318,70%,39.76679410067051,-106.8467406140102,"  290,807","  203,440",35 First Season Limited Antlerless,121,173,https://webmap.onxmaps.com/hunt/map#9.45/39.7667941006705/-106.84674061401,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF035O2R,EF035O3R,EE035O4R,EF035O4R,EE035P1R,EF035P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A,EE025W1R,EF025W1R,EF025W2R"
35,NA,0,NA,NA,2,41,5,201,Second Season Limited Antlerless,2,41,9,56,0,5%,46,2.4999999999999987,  454,  318,70%,39.76679410067051,-106.8467406140102,"  290,807","  203,440",35 Second Season Limited Antlerless,90.2,129,https://webmap.onxmaps.com/hunt/map#9.45/39.7667941006705/-106.84674061401,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF035O2R,EF035O3R,EE035O4R,EF035O4R,EE035P1R,EF035P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A,EE025W1R,EF025W1R,EF025W2R"
35,NA,0,NA,NA,6,39,15,135,Third Season Limited Antlerless,6,28,20,41,41,25%,36,-13.000000000000012,  454,  318,70%,39.76679410067051,-106.8467406140102,"  290,807","  203,440",35 Third Season Limited Antlerless,85.8,122.7,https://webmap.onxmaps.com/hunt/map#9.45/39.7667941006705/-106.84674061401,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF035O2R,EF035O3R,EE035O4R,EF035O4R,EE035P1R,EF035P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A,EE025W1R,EF025W1R,EF025W2R"
35,NA,0,NA,NA,3,7,50,23,Fourth Season Limited Antlerless,3,8,0,NA,NA,25%,8,50.00000000000001,  454,  318,70%,39.76679410067051,-106.8467406140102,"  290,807","  203,440",35 Fourth Season Limited Antlerless,15.4,22,https://webmap.onxmaps.com/hunt/map#9.45/39.7667941006705/-106.84674061401,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF035O2R,EF035O3R,EE035O4R,EF035O4R,EE035P1R,EF035P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A,EE025W1R,EF025W1R,EF025W2R"
35,NA,14,NA,NA,18,55,32,211,First Season Limited Either-sex Seasons,3,62,34,47,16,27%,55,7.999999999999997,  454,  318,70%,39.76679410067051,-106.8467406140102,"  290,807","  203,440",35 First Season Limited Either-sex Seasons,121,173,https://webmap.onxmaps.com/hunt/map#9.45/39.7667941006705/-106.84674061401,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF035O2R,EF035O3R,EE035O4R,EF035O4R,EE035P1R,EF035P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A,EE025W1R,EF025W1R,EF025W2R"
35,NA,2,NA,NA,12,35,33,111,Fourth Season Limited Either-sex Seasons,9,33,9,33,26,23%,34,3.500000000000002,  454,  318,70%,39.76679410067051,-106.8467406140102,"  290,807","  203,440",35 Fourth Season Limited Either-sex Seasons,77,110.1,https://webmap.onxmaps.com/hunt/map#9.45/39.7667941006705/-106.84674061401,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF035O2R,EF035O3R,EE035O4R,EF035O4R,EE035P1R,EF035P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A,EE025W1R,EF025W1R,EF025W2R"
35,NA,0,NA,NA,18,56,33,311,Early PLO Seasons,18,51,50,40,33,39%,49,-7.536443801682123e-15,  454,  318,70%,39.76679410067051,-106.8467406140102,"  290,807","  203,440",35 Early PLO Seasons,123.2,176.2,https://webmap.onxmaps.com/hunt/map#9.45/39.7667941006705/-106.84674061401,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF035O2R,EF035O3R,EE035O4R,EF035O4R,EE035P1R,EF035P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A,EE025W1R,EF025W1R,EF025W2R"
35,NA,0,NA,NA,0,3,0,13,All Late Seasons (Not including PLOs),0,10,50,7,100,50%,7,-50.000000000000036,  454,  318,70%,39.76679410067051,-106.8467406140102,"  290,807","  203,440",35 All Late Seasons (Not including PLOs),6.6,9.4,https://webmap.onxmaps.com/hunt/map#9.45/39.7667941006705/-106.84674061401,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF035O2R,EF035O3R,EE035O4R,EF035O4R,EE035P1R,EF035P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A,EE025W1R,EF025W1R,EF025W2R"
35,NA,0,NA,NA,0,0,0,Not Reported,Late Season Antlered (Not including PLOs),0,0,0,0,0,0%,0,-0,  454,  318,70%,39.76679410067051,-106.8467406140102,"  290,807","  203,440",35 Late Season Antlered (Not including PLOs),0,0,https://webmap.onxmaps.com/hunt/map#9.45/39.7667941006705/-106.84674061401,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF035O2R,EF035O3R,EE035O4R,EF035O4R,EE035P1R,EF035P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A,EE025W1R,EF025W1R,EF025W2R"
35,NA,0,NA,NA,39,200,20,Not Reported,All Antlerless Rifle Seasons,39,186,26,190,19,22%,192,0.49999999999999417,  454,  318,70%,39.76679410067051,-106.8467406140102,"  290,807","  203,440",35 All Antlerless Rifle Seasons,440.2,629.2,https://webmap.onxmaps.com/hunt/map#9.45/39.7667941006705/-106.84674061401,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF035O2R,EF035O3R,EE035O4R,EF035O4R,EE035P1R,EF035P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A,EE025W1R,EF025W1R,EF025W2R"
35,NA,0,NA,NA,10,55,17,Not Reported,Antlerless First Rifle Seasons (No PLO or Either-sex tags included),10,48,19,46,5,14%,50,5.9999999999999964,  454,  318,70%,39.76679410067051,-106.8467406140102,"  290,807","  203,440",35 Antlerless First Rifle Seasons (No PLO or Either-sex tags included),121,173,https://webmap.onxmaps.com/hunt/map#9.45/39.7667941006705/-106.84674061401,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF035O2R,EF035O3R,EE035O4R,EF035O4R,EE035P1R,EF035P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A,EE025W1R,EF025W1R,EF025W2R"
35,NA,0,NA,NA,2,41,5,Not Reported,Antlerless Second Rifle Seasons (No PLO or Either-sex tags included),2,41,9,56,0,5%,46,2.4999999999999987,  454,  318,70%,39.76679410067051,-106.8467406140102,"  290,807","  203,440",35 Antlerless Second Rifle Seasons (No PLO or Either-sex tags included),90.2,129,https://webmap.onxmaps.com/hunt/map#9.45/39.7667941006705/-106.84674061401,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF035O2R,EF035O3R,EE035O4R,EF035O4R,EE035P1R,EF035P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A,EE025W1R,EF025W1R,EF025W2R"
35,NA,0,NA,NA,6,39,15,Not Reported,Antlerless Third Rifle Seasons (No PLO or Either-sex tags included),6,28,20,41,33,23%,36,-9.000000000000004,  454,  318,70%,39.76679410067051,-106.8467406140102,"  290,807","  203,440",35 Antlerless Third Rifle Seasons (No PLO or Either-sex tags included),85.8,122.7,https://webmap.onxmaps.com/hunt/map#9.45/39.7667941006705/-106.84674061401,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF035O2R,EF035O3R,EE035O4R,EF035O4R,EE035P1R,EF035P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A,EE025W1R,EF025W1R,EF025W2R"
35,NA,0,NA,NA,3,7,50,Not Reported,Antlerless Fourth Rifle Seasons (No PLO or Either-sex tags included),3,8,0,NA,NA,25%,8,50.00000000000001,  454,  318,70%,39.76679410067051,-106.8467406140102,"  290,807","  203,440",35 Antlerless Fourth Rifle Seasons (No PLO or Either-sex tags included),15.4,22,https://webmap.onxmaps.com/hunt/map#9.45/39.7667941006705/-106.84674061401,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF035O2R,EF035O3R,EE035O4R,EF035O4R,EE035P1R,EF035P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A,EE025W1R,EF025W1R,EF025W2R"
35,NA,0,NA,NA,0,35,0,Not Reported,Antlerless Muzzleloader,0,25,0,14,26,9%,25,-13.000000000000005,  454,  318,70%,39.76679410067051,-106.8467406140102,"  290,807","  203,440",35 Antlerless Muzzleloader,77,110.1,https://webmap.onxmaps.com/hunt/map#9.45/39.7667941006705/-106.84674061401,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF035O2R,EF035O3R,EE035O4R,EF035O4R,EE035P1R,EF035P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A,EE025W1R,EF025W1R,EF025W2R"
36,NA,123,NA,NA,185,1196,15,5845,All manners of take,62,1349,9,1381,11,12%,1309,1.9999999999999984,  466,  382,82%,39.718194149812135,-106.4709142423834,"  298,111","  244,523",36 All manners of take,2567.6,3130.3,https://webmap.onxmaps.com/hunt/map#9.45/39.7181941498121/-106.470914242383,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF036O2R,EF036O3R,EE036O4R,EF036O4R,EE035P1R,EF036P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A"
36,NA,67,NA,NA,115,677,17,2740,All Rifle Seasons,48,726,11,667,15,14%,690,0.9999999999999991,  466,  382,82%,39.718194149812135,-106.4709142423834,"  298,111","  244,523",36 All Rifle Seasons,1453.4,1771.9,https://webmap.onxmaps.com/hunt/map#9.45/39.7181941498121/-106.470914242383,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF036O2R,EF036O3R,EE036O4R,EF036O4R,EE035P1R,EF036P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A"
36,NA,0,NA,NA,5,5,100,10,Late Seasons (Including PLOs),5,NA,NA,4,100,100%,4,0,  466,  382,82%,39.718194149812135,-106.4709142423834,"  298,111","  244,523",36 Late Seasons (Including PLOs),10.7,13.1,https://webmap.onxmaps.com/hunt/map#9.45/39.7181941498121/-106.470914242383,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF036O2R,EF036O3R,EE036O4R,EF036O4R,EE035P1R,EF036P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A"
36,NA,5,NA,NA,15,24,63,150,Private Land Only Seasons,10,35,23,27,15,34%,29,24.000000000000014,  466,  382,82%,39.718194149812135,-106.4709142423834,"  298,111","  244,523",36 Private Land Only Seasons,51.5,62.8,https://webmap.onxmaps.com/hunt/map#9.45/39.7181941498121/-106.470914242383,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF036O2R,EF036O3R,EE036O4R,EF036O4R,EE035P1R,EF036P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A"
36,NA,16,NA,NA,24,126,19,452,First Rifle Seasons (All Harvest - Includes PLOs),9,142,16,114,27,21%,127,-4.000000000000005,  466,  382,82%,39.718194149812135,-106.4709142423834,"  298,111","  244,523",36 First Rifle Seasons (All Harvest - Includes PLOs),270.5,329.8,https://webmap.onxmaps.com/hunt/map#9.45/39.7181941498121/-106.470914242383,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF036O2R,EF036O3R,EE036O4R,EF036O4R,EE035P1R,EF036P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A"
36,NA,23,NA,NA,32,325,10,1291,Second Rifle Seasons (All Harvest - Includes PLOs),9,343,4,318,8,7%,329,0.9999999999999991,  466,  382,82%,39.718194149812135,-106.4709142423834,"  298,111","  244,523",36 Second Rifle Seasons (All Harvest - Includes PLOs),697.7,850.6,https://webmap.onxmaps.com/hunt/map#9.45/39.7181941498121/-106.470914242383,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF036O2R,EF036O3R,EE036O4R,EF036O4R,EE035P1R,EF036P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A"
36,NA,25,NA,NA,32,178,18,794,Third Rifle Seasons (All Harvest - Includes PLOs),7,193,18,181,16,17%,184,0.9999999999999978,  466,  382,82%,39.718194149812135,-106.4709142423834,"  298,111","  244,523",36 Third Rifle Seasons (All Harvest - Includes PLOs),382.1,465.9,https://webmap.onxmaps.com/hunt/map#9.45/39.7181941498121/-106.470914242383,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF036O2R,EF036O3R,EE036O4R,EF036O4R,EE035P1R,EF036P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A"
36,NA,4,NA,NA,12,24,50,69,Fourth Rifle Seasons (All Harvest - Includes PLOs),8,30,5,23,15,23%,26,17.500000000000007,  466,  382,82%,39.718194149812135,-106.4709142423834,"  298,111","  244,523",36 Fourth Rifle Seasons (All Harvest - Includes PLOs),51.5,62.8,https://webmap.onxmaps.com/hunt/map#9.45/39.7181941498121/-106.470914242383,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF036O2R,EF036O3R,EE036O4R,EF036O4R,EE035P1R,EF036P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A"
36,NA,47,NA,NA,47,377,13,Not Reported,All Antlered Rifle Seasons,0,415,11,357,13,12%,383,-1.4130832128153981e-15,  466,  382,82%,39.718194149812135,-106.4709142423834,"  298,111","  244,523",36 All Antlered Rifle Seasons,809.4,986.7,https://webmap.onxmaps.com/hunt/map#9.45/39.7181941498121/-106.470914242383,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF036O2R,EF036O3R,EE036O4R,EF036O4R,EE035P1R,EF036P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A"
36,NA,0,NA,NA,0,0,0,Not Reported,Antlered First Rifle Seasons (No PLO or Either-sex tags included),0,0,0,0,0,0%,0,-0,  466,  382,82%,39.718194149812135,-106.4709142423834,"  298,111","  244,523",36 Antlered First Rifle Seasons (No PLO or Either-sex tags included),0,0,https://webmap.onxmaps.com/hunt/map#9.45/39.7181941498121/-106.470914242383,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF036O2R,EF036O3R,EE036O4R,EF036O4R,EE035P1R,EF036P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A"
36,NA,23,NA,NA,23,229,10,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,265,4,209,10,8%,234,-6.280369834735103e-16,  466,  382,82%,39.718194149812135,-106.4709142423834,"  298,111","  244,523",36 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),491.6,599.4,https://webmap.onxmaps.com/hunt/map#9.45/39.7181941498121/-106.470914242383,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF036O2R,EF036O3R,EE036O4R,EF036O4R,EE035P1R,EF036P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A"
36,NA,25,NA,NA,25,148,17,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,149,21,148,17,18%,148,-3.1401849173675514e-15,  466,  382,82%,39.718194149812135,-106.4709142423834,"  298,111","  244,523",36 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),317.7,387.4,https://webmap.onxmaps.com/hunt/map#9.45/39.7181941498121/-106.470914242383,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF036O2R,EF036O3R,EE036O4R,EF036O4R,EE035P1R,EF036P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A"
36,NA,0,NA,NA,0,0,0,Not Reported,Antlered Fourth Rifle Seasons (No PLO or Either-sex tags included),0,0,0,NA,NA,0%,0,0,  466,  382,82%,39.718194149812135,-106.4709142423834,"  298,111","  244,523",36 Antlered Fourth Rifle Seasons (No PLO or Either-sex tags included),0,0,https://webmap.onxmaps.com/hunt/map#9.45/39.7181941498121/-106.470914242383,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF036O2R,EF036O3R,EE036O4R,EF036O4R,EE035P1R,EF036P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A"
36,NA,47,NA,NA,50,419,12,2620,All Archery Seasons,3,489,5,565,7,8%,491,2.5,  466,  382,82%,39.718194149812135,-106.4709142423834,"  298,111","  244,523",36 All Archery Seasons,899.5,1096.7,https://webmap.onxmaps.com/hunt/map#9.45/39.7181941498121/-106.470914242383,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF036O2R,EF036O3R,EE036O4R,EF036O4R,EE035P1R,EF036P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A"
36,NA,10,NA,NA,20,100,20,484,All Muzzleloader Seasons,11,133,14,150,7,14%,128,6.500000000000001,  466,  382,82%,39.718194149812135,-106.4709142423834,"  298,111","  244,523",36 All Muzzleloader Seasons,214.7,261.7,https://webmap.onxmaps.com/hunt/map#9.45/39.7181941498121/-106.470914242383,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF036O2R,EF036O3R,EE036O4R,EF036O4R,EE035P1R,EF036P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A"
36,NA,10,NA,NA,10,72,13,Not Reported,Antlered Muzzleloader,0,84,16,89,8,12%,82,2.4999999999999987,  466,  382,82%,39.718194149812135,-106.4709142423834,"  298,111","  244,523",36 Antlered Muzzleloader,154.6,188.4,https://webmap.onxmaps.com/hunt/map#9.45/39.7181941498121/-106.470914242383,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF036O2R,EF036O3R,EE036O4R,EF036O4R,EE035P1R,EF036P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A"
36,NA,0,NA,NA,6,42,15,140,First Season Limited Antlerless,6,27,22,20,0,12%,30,7.499999999999997,  466,  382,82%,39.718194149812135,-106.4709142423834,"  298,111","  244,523",36 First Season Limited Antlerless,90.2,109.9,https://webmap.onxmaps.com/hunt/map#9.45/39.7181941498121/-106.470914242383,"EF035L1R,EE035O1R,EF035O1R,EM035O1M,EF035O1M,EF036O2R,EF036O3R,EE036O4R,EF036O4R,EE035P1R,EF036P5R,EE000U1A,EM000U2R,EM000U3R,EE035V1A"
