Unit,Season,Bulls,Cows,Calves,Total Harvest,Total Hunters,Percent Success,Total Rec. Days,Category,Antlerless,TH23,PS23,TH22,PS22,threeyearsuccess,threeyearshunters,slope,gmu_area_sqmi,public_sqmi,percent_public,latitude,longitude,Acres,Acres Public,harvestunit,Hunters Density Per Sq. Mile,Hunters Density Per Public Sq. Mile,onx,Tags
1,NA,6,NA,NA,30,82,37,350,All manners of take,24,106,38,79,46,40%,89,-4.500000000000008,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 All manners of take,370.9,506.7,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EF001L1R,EF001O1R,EM001O1M,EF001O1M,EE001O1A,EF001O2R,EF001O3R,EF001O4R,EF001P5R"
1,NA,6,NA,NA,30,77,39,309,All Rifle Seasons,24,98,38,68,49,42%,81,-5.00000000000001,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 All Rifle Seasons,348.2,475.8,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EF001L1R,EF001O1R,EM001O1M,EF001O1M,EE001O1A,EF001O2R,EF001O3R,EF001O4R,EF001P5R"
1,NA,6,NA,NA,6,11,55,60,All Early High Country Seasons,0,11,58,8,67,60%,10,-6.000000000000011,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 All Early High Country Seasons,49.7,68,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EF001L1R,EF001O1R,EM001O1M,EF001O1M,EE001O1A,EF001O2R,EF001O3R,EF001O4R,EF001P5R"
1,NA,0,NA,NA,1,6,16,24,Late Seasons (Including PLOs),1,8,75,4,100,64%,6,-42.00000000000003,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Late Seasons (Including PLOs),27.1,37.1,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EF001L1R,EF001O1R,EM001O1M,EF001O1M,EE001O1A,EF001O2R,EF001O3R,EF001O4R,EF001P5R"
1,NA,0,NA,NA,1,2,50,7,Private Land Only Seasons,1,10,27,2,50,42%,5,-0,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Private Land Only Seasons,9,12.4,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EF001L1R,EF001O1R,EM001O1M,EF001O1M,EE001O1A,EF001O2R,EF001O3R,EF001O4R,EF001P5R"
1,NA,0,NA,NA,0,6,0,16,First Rifle Seasons (All Harvest - Includes PLOs),0,5,0,2,0,0%,4,-0,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 First Rifle Seasons (All Harvest - Includes PLOs),27.1,37.1,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EF001L1R,EF001O1R,EM001O1M,EF001O1M,EE001O1A,EF001O2R,EF001O3R,EF001O4R,EF001P5R"
1,NA,0,NA,NA,12,21,57,87,Second Rifle Seasons (All Harvest - Includes PLOs),11,22,50,21,7,38%,21,25,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Second Rifle Seasons (All Harvest - Includes PLOs),95,129.8,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EF001L1R,EF001O1R,EM001O1M,EF001O1M,EE001O1A,EF001O2R,EF001O3R,EF001O4R,EF001P5R"
1,NA,0,NA,NA,8,13,61,51,Third Rifle Seasons (All Harvest - Includes PLOs),8,20,44,14,70,58%,16,-4.500000000000005,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Third Rifle Seasons (All Harvest - Includes PLOs),58.8,80.3,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EF001L1R,EF001O1R,EM001O1M,EF001O1M,EE001O1A,EF001O2R,EF001O3R,EF001O4R,EF001P5R"
1,NA,0,NA,NA,3,18,14,64,Fourth Rifle Seasons (All Harvest - Includes PLOs),3,23,10,17,70,31%,19,-28.00000000000001,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Fourth Rifle Seasons (All Harvest - Includes PLOs),81.4,111.2,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EF001L1R,EF001O1R,EM001O1M,EF001O1M,EE001O1A,EF001O2R,EF001O3R,EF001O4R,EF001P5R"
1,NA,0,NA,NA,0,0,0,Not Reported,All Antlered Rifle Seasons,0,0,0,0,0,0%,0,-0,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 All Antlered Rifle Seasons,0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EF001L1R,EF001O1R,EM001O1M,EF001O1M,EE001O1A,EF001O2R,EF001O3R,EF001O4R,EF001P5R"
1,NA,0,NA,NA,0,0,0,Not Reported,Antlered First Rifle Seasons (No PLO or Either-sex tags included),0,0,0,0,0,0%,0,-0,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Antlered First Rifle Seasons (No PLO or Either-sex tags included),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EF001L1R,EF001O1R,EM001O1M,EF001O1M,EE001O1A,EF001O2R,EF001O3R,EF001O4R,EF001P5R"
1,NA,0,NA,NA,0,0,0,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,0,0,0,0,0%,0,-0,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EF001L1R,EF001O1R,EM001O1M,EF001O1M,EE001O1A,EF001O2R,EF001O3R,EF001O4R,EF001P5R"
1,NA,0,NA,NA,0,0,0,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,0,0,0,0,0%,0,-0,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EF001L1R,EF001O1R,EM001O1M,EF001O1M,EE001O1A,EF001O2R,EF001O3R,EF001O4R,EF001P5R"
1,NA,0,NA,NA,0,0,0,Not Reported,Antlered Fourth Rifle Seasons (No PLO or Either-sex tags included),0,0,0,0,0,0%,0,-0,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Antlered Fourth Rifle Seasons (No PLO or Either-sex tags included),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EF001L1R,EF001O1R,EM001O1M,EF001O1M,EE001O1A,EF001O2R,EF001O3R,EF001O4R,EF001P5R"
1,NA,0,NA,NA,0,2,0,20,All Archery Seasons,0,2,50,2,100,50%,2,-50.000000000000036,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 All Archery Seasons,9,12.4,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EF001L1R,EF001O1R,EM001O1M,EF001O1M,EE001O1A,EF001O2R,EF001O3R,EF001O4R,EF001P5R"
1,NA,0,NA,NA,0,3,0,21,All Muzzleloader Seasons,0,6,33,9,15,16%,6,-7.50000000000001,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 All Muzzleloader Seasons,13.6,18.5,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EF001L1R,EF001O1R,EM001O1M,EF001O1M,EE001O1A,EF001O2R,EF001O3R,EF001O4R,EF001P5R"
1,NA,0,NA,NA,0,3,0,Not Reported,Antlered Muzzleloader,0,4,50,4,33,28%,4,-16.500000000000014,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Antlered Muzzleloader,13.6,18.5,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EF001L1R,EF001O1R,EM001O1M,EF001O1M,EE001O1A,EF001O2R,EF001O3R,EF001O4R,EF001P5R"
1,NA,0,NA,NA,0,6,0,16,First Season Limited Antlerless,0,5,0,2,0,0%,4,-0,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 First Season Limited Antlerless,27.1,37.1,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EF001L1R,EF001O1R,EM001O1M,EF001O1M,EE001O1A,EF001O2R,EF001O3R,EF001O4R,EF001P5R"
1,NA,0,NA,NA,12,21,57,87,Second Season Limited Antlerless,11,22,50,21,7,38%,21,25,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Second Season Limited Antlerless,95,129.8,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EF001L1R,EF001O1R,EM001O1M,EF001O1M,EE001O1A,EF001O2R,EF001O3R,EF001O4R,EF001P5R"
1,NA,0,NA,NA,8,13,61,51,Third Season Limited Antlerless,8,20,44,14,70,58%,16,-4.500000000000005,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Third Season Limited Antlerless,58.8,80.3,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EF001L1R,EF001O1R,EM001O1M,EF001O1M,EE001O1A,EF001O2R,EF001O3R,EF001O4R,EF001P5R"
1,NA,0,NA,NA,3,18,14,64,Fourth Season Limited Antlerless,3,23,10,17,70,31%,19,-28.00000000000001,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Fourth Season Limited Antlerless,81.4,111.2,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EF001L1R,EF001O1R,EM001O1M,EF001O1M,EE001O1A,EF001O2R,EF001O3R,EF001O4R,EF001P5R"
1,NA,0,NA,NA,1,2,50,7,Early PLO Seasons,1,10,27,2,50,42%,5,-0,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Early PLO Seasons,9,12.4,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EF001L1R,EF001O1R,EM001O1M,EF001O1M,EE001O1A,EF001O2R,EF001O3R,EF001O4R,EF001P5R"
1,NA,0,NA,NA,1,6,16,24,All Late Seasons (Not including PLOs),1,8,75,4,100,64%,6,-42.00000000000003,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 All Late Seasons (Not including PLOs),27.1,37.1,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EF001L1R,EF001O1R,EM001O1M,EF001O1M,EE001O1A,EF001O2R,EF001O3R,EF001O4R,EF001P5R"
1,NA,0,NA,NA,0,0,0,Not Reported,Late Season Antlered (Not including PLOs),0,0,0,0,0,0%,0,-0,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Late Season Antlered (Not including PLOs),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EF001L1R,EF001O1R,EM001O1M,EF001O1M,EE001O1A,EF001O2R,EF001O3R,EF001O4R,EF001P5R"
1,NA,0,NA,NA,23,66,35,Not Reported,All Antlerless Rifle Seasons,23,87,35,61,40,37%,71,-2.500000000000012,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 All Antlerless Rifle Seasons,298.5,407.8,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EF001L1R,EF001O1R,EM001O1M,EF001O1M,EE001O1A,EF001O2R,EF001O3R,EF001O4R,EF001P5R"
1,NA,0,NA,NA,0,6,0,Not Reported,Antlerless First Rifle Seasons (No PLO or Either-sex tags included),0,5,0,2,0,0%,4,-0,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Antlerless First Rifle Seasons (No PLO or Either-sex tags included),27.1,37.1,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EF001L1R,EF001O1R,EM001O1M,EF001O1M,EE001O1A,EF001O2R,EF001O3R,EF001O4R,EF001P5R"
1,NA,0,NA,NA,10,21,50,Not Reported,Antlerless Second Rifle Seasons (No PLO or Either-sex tags included),10,22,50,22,0,33%,22,25,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Antlerless Second Rifle Seasons (No PLO or Either-sex tags included),95,129.8,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EF001L1R,EF001O1R,EM001O1M,EF001O1M,EE001O1A,EF001O2R,EF001O3R,EF001O4R,EF001P5R"
1,NA,0,NA,NA,8,13,61,Not Reported,Antlerless Third Rifle Seasons (No PLO or Either-sex tags included),8,20,44,14,58,54%,16,1.4999999999999876,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Antlerless Third Rifle Seasons (No PLO or Either-sex tags included),58.8,80.3,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EF001L1R,EF001O1R,EM001O1M,EF001O1M,EE001O1A,EF001O2R,EF001O3R,EF001O4R,EF001P5R"
1,NA,0,NA,NA,3,18,14,Not Reported,Antlerless Fourth Rifle Seasons (No PLO or Either-sex tags included),3,23,10,17,71,32%,19,-28.500000000000007,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Antlerless Fourth Rifle Seasons (No PLO or Either-sex tags included),81.4,111.2,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EF001L1R,EF001O1R,EM001O1M,EF001O1M,EE001O1A,EF001O2R,EF001O3R,EF001O4R,EF001P5R"
1,NA,0,NA,NA,0,0,0,Not Reported,Antlerless Muzzleloader,0,2,0,5,0,0%,2,-0,  221,  162,73%,40.696142107485095,-108.9841079233654,"  141,509","  103,577",1 Antlerless Muzzleloader,0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.6961421074851/-108.984107923365,"EE001E1R,EF001L1R,EF001O1R,EM001O1M,EF001O1M,EE001O1A,EF001O2R,EF001O3R,EF001O4R,EF001P5R"
2,NA,39,NA,NA,107,168,64,752,All manners of take,68,170,59,184,85,69%,174,-10.50000000000001,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 All manners of take,80.7,96.1,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EF002L1R,EF002O1R,EM002O1M,EF002O1M,EE002O1A,EF002O2R,EF002O3R,EF002O4R"
2,NA,28,NA,NA,94,144,66,511,All Rifle Seasons,67,148,60,166,84,70%,153,-9.000000000000005,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 All Rifle Seasons,69.2,82.4,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EF002L1R,EF002O1R,EM002O1M,EF002O1M,EE002O1A,EF002O2R,EF002O3R,EF002O4R"
2,NA,28,NA,NA,28,31,90,141,All Early High Country Seasons,0,32,86,42,79,85%,35,5.49999999999999,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 All Early High Country Seasons,14.9,17.7,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EF002L1R,EF002O1R,EM002O1M,EF002O1M,EE002O1A,EF002O2R,EF002O3R,EF002O4R"
2,NA,0,NA,NA,7,10,64,24,Late Seasons (Including PLOs),7,10,10,17,100,58%,12,-18.000000000000004,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Late Seasons (Including PLOs),4.8,5.7,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EF002L1R,EF002O1R,EM002O1M,EF002O1M,EE002O1A,EF002O2R,EF002O3R,EF002O4R"
2,NA,0,NA,NA,10,29,33,99,First Rifle Seasons (All Harvest - Includes PLOs),10,32,36,25,82,50%,29,-24.50000000000001,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 First Rifle Seasons (All Harvest - Includes PLOs),13.9,16.6,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EF002L1R,EF002O1R,EM002O1M,EF002O1M,EE002O1A,EF002O2R,EF002O3R,EF002O4R"
2,NA,0,NA,NA,15,23,64,92,Second Rifle Seasons (All Harvest - Includes PLOs),15,22,57,21,81,67%,22,-8.50000000000002,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Second Rifle Seasons (All Harvest - Includes PLOs),11,13.2,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EF002L1R,EF002O1R,EM002O1M,EF002O1M,EE002O1A,EF002O2R,EF002O3R,EF002O4R"
2,NA,0,NA,NA,18,27,65,98,Third Rifle Seasons (All Harvest - Includes PLOs),17,26,67,28,79,70%,27,-7.000000000000014,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Third Rifle Seasons (All Harvest - Includes PLOs),13,15.5,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EF002L1R,EF002O1R,EM002O1M,EF002O1M,EE002O1A,EF002O2R,EF002O3R,EF002O4R"
2,NA,0,NA,NA,18,24,77,56,Fourth Rifle Seasons (All Harvest - Includes PLOs),19,22,65,16,100,81%,21,-11.500000000000018,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Fourth Rifle Seasons (All Harvest - Includes PLOs),11.5,13.7,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EF002L1R,EF002O1R,EM002O1M,EF002O1M,EE002O1A,EF002O2R,EF002O3R,EF002O4R"
2,NA,0,NA,NA,0,0,0,Not Reported,All Antlered Rifle Seasons,0,0,0,0,0,0%,0,-0,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 All Antlered Rifle Seasons,0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EF002L1R,EF002O1R,EM002O1M,EF002O1M,EE002O1A,EF002O2R,EF002O3R,EF002O4R"
2,NA,0,NA,NA,0,0,0,Not Reported,Antlered First Rifle Seasons (No PLO or Either-sex tags included),0,0,0,0,0,0%,0,-0,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Antlered First Rifle Seasons (No PLO or Either-sex tags included),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EF002L1R,EF002O1R,EM002O1M,EF002O1M,EE002O1A,EF002O2R,EF002O3R,EF002O4R"
2,NA,0,NA,NA,0,0,0,Not Reported,Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,0,0,0,0,0%,0,-0,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Antlered Second Rifle Seasons (No PLO or Either-sex tags included),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EF002L1R,EF002O1R,EM002O1M,EF002O1M,EE002O1A,EF002O2R,EF002O3R,EF002O4R"
2,NA,0,NA,NA,0,0,0,Not Reported,Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,0,0,0,0,0%,0,-0,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Antlered Third Rifle Seasons (No PLO or Either-sex tags included),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EF002L1R,EF002O1R,EM002O1M,EF002O1M,EE002O1A,EF002O2R,EF002O3R,EF002O4R"
2,NA,0,NA,NA,0,0,0,Not Reported,Antlered Fourth Rifle Seasons (No PLO or Either-sex tags included),0,0,0,0,0,0%,0,-0,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Antlered Fourth Rifle Seasons (No PLO or Either-sex tags included),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EF002L1R,EF002O1R,EM002O1M,EF002O1M,EE002O1A,EF002O2R,EF002O3R,EF002O4R"
2,NA,4,NA,NA,4,10,43,146,All Archery Seasons,0,8,20,7,100,54%,8,-28.50000000000001,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 All Archery Seasons,4.8,5.7,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EF002L1R,EF002O1R,EM002O1M,EF002O1M,EE002O1A,EF002O2R,EF002O3R,EF002O4R"
2,NA,7,NA,NA,8,14,59,95,All Muzzleloader Seasons,1,14,71,11,78,69%,13,-9.50000000000003,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 All Muzzleloader Seasons,6.7,8,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EF002L1R,EF002O1R,EM002O1M,EF002O1M,EE002O1A,EF002O2R,EF002O3R,EF002O4R"
2,NA,7,NA,NA,7,10,68,Not Reported,Antlered Muzzleloader,0,10,100,10,86,85%,10,-9.000000000000014,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Antlered Muzzleloader,4.8,5.7,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EF002L1R,EF002O1R,EM002O1M,EF002O1M,EE002O1A,EF002O2R,EF002O3R,EF002O4R"
2,NA,0,NA,NA,10,29,33,99,First Season Limited Antlerless,10,32,36,25,82,50%,29,-24.50000000000001,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 First Season Limited Antlerless,13.9,16.6,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EF002L1R,EF002O1R,EM002O1M,EF002O1M,EE002O1A,EF002O2R,EF002O3R,EF002O4R"
2,NA,0,NA,NA,15,23,64,92,Second Season Limited Antlerless,15,22,57,21,81,67%,22,-8.50000000000002,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Second Season Limited Antlerless,11,13.2,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EF002L1R,EF002O1R,EM002O1M,EF002O1M,EE002O1A,EF002O2R,EF002O3R,EF002O4R"
2,NA,0,NA,NA,18,27,65,98,Third Season Limited Antlerless,17,26,67,28,79,70%,27,-7.000000000000014,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Third Season Limited Antlerless,13,15.5,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EF002L1R,EF002O1R,EM002O1M,EF002O1M,EE002O1A,EF002O2R,EF002O3R,EF002O4R"
2,NA,0,NA,NA,18,24,77,56,Fourth Season Limited Antlerless,19,22,65,16,100,81%,21,-11.500000000000018,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Fourth Season Limited Antlerless,11.5,13.7,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EF002L1R,EF002O1R,EM002O1M,EF002O1M,EE002O1A,EF002O2R,EF002O3R,EF002O4R"
2,NA,0,NA,NA,7,10,64,24,All Late Seasons (Not including PLOs),7,10,10,17,100,58%,12,-18.000000000000004,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 All Late Seasons (Not including PLOs),4.8,5.7,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EF002L1R,EF002O1R,EM002O1M,EF002O1M,EE002O1A,EF002O2R,EF002O3R,EF002O4R"
2,NA,0,NA,NA,0,0,0,Not Reported,Late Season Antlered (Not including PLOs),0,0,0,0,0,0%,0,-0,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Late Season Antlered (Not including PLOs),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EF002L1R,EF002O1R,EM002O1M,EF002O1M,EE002O1A,EF002O2R,EF002O3R,EF002O4R"
2,NA,0,NA,NA,56,113,49,Not Reported,All Antlerless Rifle Seasons,56,112,47,107,82,59%,111,-16.50000000000001,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 All Antlerless Rifle Seasons,54.3,64.7,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EF002L1R,EF002O1R,EM002O1M,EF002O1M,EE002O1A,EF002O2R,EF002O3R,EF002O4R"
2,NA,0,NA,NA,9,29,29,Not Reported,Antlerless First Rifle Seasons (No PLO or Either-sex tags included),9,32,31,25,77,46%,29,-24.000000000000014,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Antlerless First Rifle Seasons (No PLO or Either-sex tags included),13.9,16.6,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EF002L1R,EF002O1R,EM002O1M,EF002O1M,EE002O1A,EF002O2R,EF002O3R,EF002O4R"
2,NA,0,NA,NA,14,23,59,Not Reported,Antlerless Second Rifle Seasons (No PLO or Either-sex tags included),14,22,51,21,81,64%,22,-11.000000000000018,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Antlerless Second Rifle Seasons (No PLO or Either-sex tags included),11,13.2,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EF002L1R,EF002O1R,EM002O1M,EF002O1M,EE002O1A,EF002O2R,EF002O3R,EF002O4R"
2,NA,0,NA,NA,15,27,56,Not Reported,Antlerless Third Rifle Seasons (No PLO or Either-sex tags included),15,26,61,28,79,65%,27,-11.500000000000009,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Antlerless Third Rifle Seasons (No PLO or Either-sex tags included),13,15.5,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EF002L1R,EF002O1R,EM002O1M,EF002O1M,EE002O1A,EF002O2R,EF002O3R,EF002O4R"
2,NA,0,NA,NA,13,24,53,Not Reported,Antlerless Fourth Rifle Seasons (No PLO or Either-sex tags included),13,22,65,16,88,69%,21,-17.50000000000003,"2,082","1,747",84%,40.74843738832308,-108.52102301461989,"1,332,524","1,118,255",2 Antlerless Fourth Rifle Seasons (No PLO or Either-sex tags included),11.5,13.7,https://webmap.onxmaps.com/hunt/map#9.45/40.7484373883231/-108.52102301462,"EE002E1R,EF002L1R,EF002O1R,EM002O1M,EF002O1M,EE002O1A,EF002O2R,EF002O3R,EF002O4R"
