Unit,Category,Bucks,Antlerless,Total Harvest,Total Hunters,Percent Success,Total Rec. Days,TH23,PS23,TH22,PS22,threeyearsuccess,threeyearshunters,slope,UnitList,gmu_area_sqmi,public_sqmi,percent_public,latitude,longitude,Acres,Acres Public,harvestunit,Hunters Density Per Sq. Mile,Hunters Density Per Public Sq. Mile,onx,Tags,OTCCat,OTC
24,Antlered Muzzleloader,2,0,2,46,5,Not Reported,33,10,NA,34,16%,40,-14.500000000000002,24,  748,  694,93%,39.95887536401253,-107.40232150538192,"  478,687","  443,964",24 Antlered Muzzleloader,61.5,66.3,https://webmap.onxmaps.com/hunt/map#9.45/39.9588753640125/-107.402321505382,"DE011O1A,DE011P2R,DE011P3R,DE012O1A,DE012P4R,DE023O1A,DF011O1M,DF012O1M,DF012O2R,DF012O3R,DF023O1M,DM011O1M,DM012E1R,DM012O1M,DM012O2R,DM012O3R,DM012O4R,DM023O1M",NA,NA
24,2nd season rifle Antlered (Does not include PLO),33,0,33,91,36,Not Reported,61,24,NA,7,22%,76,14.499999999999996,24,  748,  694,93%,39.95887536401253,-107.40232150538192,"  478,687","  443,964",24 2nd season rifle Antlered (Does not include PLO),121.7,131.2,https://webmap.onxmaps.com/hunt/map#9.45/39.9588753640125/-107.402321505382,"DE011O1A,DE011P2R,DE011P3R,DE012O1A,DE012P4R,DE023O1A,DF011O1M,DF012O1M,DF012O2R,DF012O3R,DF023O1M,DM011O1M,DM012E1R,DM012O1M,DM012O2R,DM012O3R,DM012O4R,DM023O1M",NA,NA
24,3rd season rifle Antlered (Does not include PLO),4,0,4,50,8,Not Reported,65,7,NA,NA,8%,58,1.0000000000000007,24,  748,  694,93%,39.95887536401253,-107.40232150538192,"  478,687","  443,964",24 3rd season rifle Antlered (Does not include PLO),66.8,72.1,https://webmap.onxmaps.com/hunt/map#9.45/39.9588753640125/-107.402321505382,"DE011O1A,DE011P2R,DE011P3R,DE012O1A,DE012P4R,DE023O1A,DF011O1M,DF012O1M,DF012O2R,DF012O3R,DF023O1M,DM011O1M,DM012E1R,DM012O1M,DM012O2R,DM012O3R,DM012O4R,DM023O1M",NA,NA
24,4th season rifle Antlered (Does not include PLO),0,0,0,2,0,Not Reported,NA,NA,NA,NA,0%,2,NA,24,  748,  694,93%,39.95887536401253,-107.40232150538192,"  478,687","  443,964",24 4th season rifle Antlered (Does not include PLO),2.7,2.9,https://webmap.onxmaps.com/hunt/map#9.45/39.9588753640125/-107.402321505382,"DE011O1A,DE011P2R,DE011P3R,DE012O1A,DE012P4R,DE023O1A,DF011O1M,DF012O1M,DF012O2R,DF012O3R,DF023O1M,DM011O1M,DM012E1R,DM012O1M,DM012O2R,DM012O3R,DM012O4R,DM023O1M",NA,NA
24,Antlerless Muzzleloader,0,51,51,11,0,Not Reported,10,33,18,26,20%,13,-13.000000000000009,24,  748,  694,93%,39.95887536401253,-107.40232150538192,"  478,687","  443,964",24 Antlerless Muzzleloader,14.7,15.9,https://webmap.onxmaps.com/hunt/map#9.45/39.9588753640125/-107.402321505382,"DE011O1A,DE011P2R,DE011P3R,DE012O1A,DE012P4R,DE023O1A,DF011O1M,DF012O1M,DF012O2R,DF012O3R,DF023O1M,DM011O1M,DM012E1R,DM012O1M,DM012O2R,DM012O3R,DM012O4R,DM023O1M",NA,NA
24,2nd season rifle Antlerless (Does not include PLO),0,127,127,0,0,Not Reported,3,0,35,0,0%,13,-0,24,  748,  694,93%,39.95887536401253,-107.40232150538192,"  478,687","  443,964",24 2nd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/39.9588753640125/-107.402321505382,"DE011O1A,DE011P2R,DE011P3R,DE012O1A,DE012P4R,DE023O1A,DF011O1M,DF012O1M,DF012O2R,DF012O3R,DF023O1M,DM011O1M,DM012E1R,DM012O1M,DM012O2R,DM012O3R,DM012O4R,DM023O1M",NA,NA
24,3rd season rifle Antlerless (Does not include PLO),0,58,58,0,0,Not Reported,0,0,NA,NA,0%,0,0,24,  748,  694,93%,39.95887536401253,-107.40232150538192,"  478,687","  443,964",24 3rd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/39.9588753640125/-107.402321505382,"DE011O1A,DE011P2R,DE011P3R,DE012O1A,DE012P4R,DE023O1A,DF011O1M,DF012O1M,DF012O2R,DF012O3R,DF023O1M,DM011O1M,DM012E1R,DM012O1M,DM012O2R,DM012O3R,DM012O4R,DM023O1M",NA,NA
24,4th  season rifle Antlerless (Does not include PLO),0,2,2,0,0,Not Reported,NA,NA,NA,NA,0%,0,NA,24,  748,  694,93%,39.95887536401253,-107.40232150538192,"  478,687","  443,964",24 4th  season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/39.9588753640125/-107.402321505382,"DE011O1A,DE011P2R,DE011P3R,DE012O1A,DE012P4R,DE023O1A,DF011O1M,DF012O1M,DF012O2R,DF012O3R,DF023O1M,DM011O1M,DM012E1R,DM012O1M,DM012O2R,DM012O3R,DM012O4R,DM023O1M",NA,NA
25,All manners of take,340,75,415,1398,30,6375,955,32,950,28,30%,1101,0.9999999999999978,25,  394,  329,84%,39.81704167850825,-107.11935665214747,"  252,043","  210,464",25 All manners of take,3549.9,4251.2,https://webmap.onxmaps.com/hunt/map#9.45/39.8170416785082/-107.119356652147,"DE025O1A,DE025P2R,DE025P3R,DE025W1R,DF025O1M,DF025O2R,DF025O3R,DF025W1R,DM012E1R,DM025O1M,DM025O2R,DM025O3R,DM025O4R",NA,NA
25,All Rifle,335,63,398,1153,35,4815,799,37,814,31,34%,922,1.9999999999999931,25,  394,  329,84%,39.81704167850825,-107.11935665214747,"  252,043","  210,464",25 All Rifle,2927.8,3506.2,https://webmap.onxmaps.com/hunt/map#9.45/39.8170416785082/-107.119356652147,"DE025O1A,DE025P2R,DE025P3R,DE025W1R,DF025O1M,DF025O2R,DF025O3R,DF025W1R,DM012E1R,DM025O1M,DM025O2R,DM025O3R,DM025O4R",NA,NA
25,All Ranching For Wildlife Seasons,32,5,37,46,80,129,47,64,49,73,72%,47,3.4999999999999933,25,  394,  329,84%,39.81704167850825,-107.11935665214747,"  252,043","  210,464",25 All Ranching For Wildlife Seasons,116.8,139.9,https://webmap.onxmaps.com/hunt/map#9.45/39.8170416785082/-107.119356652147,"DE025O1A,DE025P2R,DE025P3R,DE025W1R,DF025O1M,DF025O2R,DF025O3R,DF025W1R,DM012E1R,DM025O1M,DM025O2R,DM025O3R,DM025O4R",NA,NA
25,2nd Rifle Seasons,116,29,145,599,24,2705,410,37,422,19,27%,477,2.499999999999996,25,  394,  329,84%,39.81704167850825,-107.11935665214747,"  252,043","  210,464",25 2nd Rifle Seasons,1521,1821.5,https://webmap.onxmaps.com/hunt/map#9.45/39.8170416785082/-107.119356652147,"DE025O1A,DE025P2R,DE025P3R,DE025W1R,DF025O1M,DF025O2R,DF025O3R,DF025W1R,DM012E1R,DM025O1M,DM025O2R,DM025O3R,DM025O4R",NA,NA
25,3rd Rifle Seasons,155,29,185,440,42,1722,301,32,299,40,38%,347,0.9999999999999902,25,  394,  329,84%,39.81704167850825,-107.11935665214747,"  252,043","  210,464",25 3rd Rifle Seasons,1117.3,1338,https://webmap.onxmaps.com/hunt/map#9.45/39.8170416785082/-107.119356652147,"DE025O1A,DE025P2R,DE025P3R,DE025W1R,DF025O1M,DF025O2R,DF025O3R,DF025W1R,DM012E1R,DM025O1M,DM025O2R,DM025O3R,DM025O4R",NA,NA
25,4th Rifle Seasons,31,0,31,69,46,259,40,40,44,38,41%,51,3.999999999999995,25,  394,  329,84%,39.81704167850825,-107.11935665214747,"  252,043","  210,464",25 4th Rifle Seasons,175.2,209.8,https://webmap.onxmaps.com/hunt/map#9.45/39.8170416785082/-107.119356652147,"DE025O1A,DE025P2R,DE025P3R,DE025W1R,DF025O1M,DF025O2R,DF025O3R,DF025W1R,DM012E1R,DM025O1M,DM025O2R,DM025O3R,DM025O4R",NA,NA
25,All Archery Seasons,0,10,10,113,9,949,92,7,75,8,8%,93,0.5000000000000004,25,  394,  329,84%,39.81704167850825,-107.11935665214747,"  252,043","  210,464",25 All Archery Seasons,286.9,343.6,https://webmap.onxmaps.com/hunt/map#9.45/39.8170416785082/-107.119356652147,"DE025O1A,DE025P2R,DE025P3R,DE025W1R,DF025O1M,DF025O2R,DF025O3R,DF025W1R,DM012E1R,DM025O1M,DM025O2R,DM025O3R,DM025O4R",NA,NA
25,Either Sex Muzzleloader,5,2,7,132,6,612,64,6,61,9,7%,86,-1.5000000000000029,25,  394,  329,84%,39.81704167850825,-107.11935665214747,"  252,043","  210,464",25 Either Sex Muzzleloader,335.2,401.4,https://webmap.onxmaps.com/hunt/map#9.45/39.8170416785082/-107.119356652147,"DE025O1A,DE025P2R,DE025P3R,DE025W1R,DF025O1M,DF025O2R,DF025O3R,DF025W1R,DM012E1R,DM025O1M,DM025O2R,DM025O3R,DM025O4R",NA,NA
25,Antlered Muzzleloader,5,0,5,106,5,Not Reported,50,3,NA,10,6%,78,-2.5000000000000018,25,  394,  329,84%,39.81704167850825,-107.11935665214747,"  252,043","  210,464",25 Antlered Muzzleloader,269.2,322.3,https://webmap.onxmaps.com/hunt/map#9.45/39.8170416785082/-107.119356652147,"DE025O1A,DE025P2R,DE025P3R,DE025W1R,DF025O1M,DF025O2R,DF025O3R,DF025W1R,DM012E1R,DM025O1M,DM025O2R,DM025O3R,DM025O4R",NA,NA
25,2nd season rifle Antlered (Does not include PLO),112,0,112,504,22,Not Reported,370,33,NA,15,23%,437,3.4999999999999947,25,  394,  329,84%,39.81704167850825,-107.11935665214747,"  252,043","  210,464",25 2nd season rifle Antlered (Does not include PLO),1279.8,1532.6,https://webmap.onxmaps.com/hunt/map#9.45/39.8170416785082/-107.119356652147,"DE025O1A,DE025P2R,DE025P3R,DE025W1R,DF025O1M,DF025O2R,DF025O3R,DF025W1R,DM012E1R,DM025O1M,DM025O2R,DM025O3R,DM025O4R",NA,NA
25,3rd season rifle Antlered (Does not include PLO),148,0,148,354,42,Not Reported,253,28,NA,NA,35%,304,14.000000000000004,25,  394,  329,84%,39.81704167850825,-107.11935665214747,"  252,043","  210,464",25 3rd season rifle Antlered (Does not include PLO),898.9,1076.5,https://webmap.onxmaps.com/hunt/map#9.45/39.8170416785082/-107.119356652147,"DE025O1A,DE025P2R,DE025P3R,DE025W1R,DF025O1M,DF025O2R,DF025O3R,DF025W1R,DM012E1R,DM025O1M,DM025O2R,DM025O3R,DM025O4R",NA,NA
25,4th season rifle Antlered (Does not include PLO),31,0,31,69,46,Not Reported,0,4,NA,38,29%,34,3.9999999999999987,25,  394,  329,84%,39.81704167850825,-107.11935665214747,"  252,043","  210,464",25 4th season rifle Antlered (Does not include PLO),175.2,209.8,https://webmap.onxmaps.com/hunt/map#9.45/39.8170416785082/-107.119356652147,"DE025O1A,DE025P2R,DE025P3R,DE025W1R,DF025O1M,DF025O2R,DF025O3R,DF025W1R,DM012E1R,DM025O1M,DM025O2R,DM025O3R,DM025O4R",NA,NA
25,Antlerless Muzzleloader,0,111,111,26,9,Not Reported,14,17,8,0,9%,16,4.499999999999998,25,  394,  329,84%,39.81704167850825,-107.11935665214747,"  252,043","  210,464",25 Antlerless Muzzleloader,66,79.1,https://webmap.onxmaps.com/hunt/map#9.45/39.8170416785082/-107.119356652147,"DE025O1A,DE025P2R,DE025P3R,DE025W1R,DF025O1M,DF025O2R,DF025O3R,DF025W1R,DM012E1R,DM025O1M,DM025O2R,DM025O3R,DM025O4R",NA,NA
25,2nd season rifle Antlerless (Does not include PLO),0,526,526,75,34,Not Reported,29,61,25,30,42%,43,1.9999999999999842,25,  394,  329,84%,39.81704167850825,-107.11935665214747,"  252,043","  210,464",25 2nd season rifle Antlerless (Does not include PLO),190.4,228.1,https://webmap.onxmaps.com/hunt/map#9.45/39.8170416785082/-107.119356652147,"DE025O1A,DE025P2R,DE025P3R,DE025W1R,DF025O1M,DF025O2R,DF025O3R,DF025W1R,DM012E1R,DM025O1M,DM025O2R,DM025O3R,DM025O4R",NA,NA
25,3rd season rifle Antlerless (Does not include PLO),0,396,396,68,34,Not Reported,33,23,NA,NA,28%,50,11.000000000000004,25,  394,  329,84%,39.81704167850825,-107.11935665214747,"  252,043","  210,464",25 3rd season rifle Antlerless (Does not include PLO),172.7,206.8,https://webmap.onxmaps.com/hunt/map#9.45/39.8170416785082/-107.119356652147,"DE025O1A,DE025P2R,DE025P3R,DE025W1R,DF025O1M,DF025O2R,DF025O3R,DF025W1R,DM012E1R,DM025O1M,DM025O2R,DM025O3R,DM025O4R",NA,NA
25,4th  season rifle Antlerless (Does not include PLO),0,115,115,0,0,Not Reported,NA,0,0,0,0%,0,-0,25,  394,  329,84%,39.81704167850825,-107.11935665214747,"  252,043","  210,464",25 4th  season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/39.8170416785082/-107.119356652147,"DE025O1A,DE025P2R,DE025P3R,DE025W1R,DF025O1M,DF025O2R,DF025O3R,DF025W1R,DM012E1R,DM025O1M,DM025O2R,DM025O3R,DM025O4R",NA,NA
26,All manners of take,284,70,353,979,36,4220,502,38,526,32,35%,669,1.9999999999999931,26,  410,  199,49%,39.98645866485458,-106.939813231828,"  262,167","  127,237",26 All manners of take,2389.9,4924.4,https://webmap.onxmaps.com/hunt/map#9.45/39.9864586648546/-106.939813231828,"DE025O1A,DE025P2R,DE025P3R,DE025W1R,DF025O1M,DF025O2R,DF025O3R,DF025W1R,DM012E1R,DM025O1M,DM025O2R,DM025O3R,DM025O4R",NA,NA
26,All Rifle,278,70,347,873,40,3587,438,43,459,35,39%,590,2.4999999999999947,26,  410,  199,49%,39.98645866485458,-106.939813231828,"  262,167","  127,237",26 All Rifle,2131.2,4391.2,https://webmap.onxmaps.com/hunt/map#9.45/39.9864586648546/-106.939813231828,"DE025O1A,DE025P2R,DE025P3R,DE025W1R,DF025O1M,DF025O2R,DF025O3R,DF025W1R,DM012E1R,DM025O1M,DM025O2R,DM025O3R,DM025O4R",NA,NA
26,All High Country Rifle Seasons,0,0,0,2,0,2,2,0,NA,NA,0%,2,0,26,  410,  199,49%,39.98645866485458,-106.939813231828,"  262,167","  127,237",26 All High Country Rifle Seasons,4.9,10.1,https://webmap.onxmaps.com/hunt/map#9.45/39.9864586648546/-106.939813231828,"DE025O1A,DE025P2R,DE025P3R,DE025W1R,DF025O1M,DF025O2R,DF025O3R,DF025W1R,DM012E1R,DM025O1M,DM025O2R,DM025O3R,DM025O4R",NA,NA
26,Early and Late Seasons (Includes PLOs),0,0,0,2,0,2,2,0,NA,NA,0%,2,0,26,  410,  199,49%,39.98645866485458,-106.939813231828,"  262,167","  127,237",26 Early and Late Seasons (Includes PLOs),4.9,10.1,https://webmap.onxmaps.com/hunt/map#9.45/39.9864586648546/-106.939813231828,"DE025O1A,DE025P2R,DE025P3R,DE025W1R,DF025O1M,DF025O2R,DF025O3R,DF025W1R,DM012E1R,DM025O1M,DM025O2R,DM025O3R,DM025O4R",NA,NA
26,2nd Rifle Seasons,130,25,155,474,33,2112,204,34,203,32,33%,294,0.4999999999999958,26,  410,  199,49%,39.98645866485458,-106.939813231828,"  262,167","  127,237",26 2nd Rifle Seasons,1157.1,2384.2,https://webmap.onxmaps.com/hunt/map#9.45/39.9864586648546/-106.939813231828,"DE025O1A,DE025P2R,DE025P3R,DE025W1R,DF025O1M,DF025O2R,DF025O3R,DF025W1R,DM012E1R,DM025O1M,DM025O2R,DM025O3R,DM025O4R",NA,NA
26,3rd Rifle Seasons,124,43,167,343,49,1274,208,49,222,37,45%,258,5.999999999999992,26,  410,  199,49%,39.98645866485458,-106.939813231828,"  262,167","  127,237",26 3rd Rifle Seasons,837.3,1725.3,https://webmap.onxmaps.com/hunt/map#9.45/39.9864586648546/-106.939813231828,"DE025O1A,DE025P2R,DE025P3R,DE025W1R,DF025O1M,DF025O2R,DF025O3R,DF025W1R,DM012E1R,DM025O1M,DM025O2R,DM025O3R,DM025O4R",NA,NA
26,4th Rifle Seasons,24,0,24,54,45,198,24,67,34,35,49%,37,4.999999999999997,26,  410,  199,49%,39.98645866485458,-106.939813231828,"  262,167","  127,237",26 4th Rifle Seasons,131.8,271.6,https://webmap.onxmaps.com/hunt/map#9.45/39.9864586648546/-106.939813231828,"DE025O1A,DE025P2R,DE025P3R,DE025W1R,DF025O1M,DF025O2R,DF025O3R,DF025W1R,DM012E1R,DM025O1M,DM025O2R,DM025O3R,DM025O4R",NA,NA
26,All Archery Seasons,3,0,3,67,5,469,21,10,29,0,5%,39,2.5,26,  410,  199,49%,39.98645866485458,-106.939813231828,"  262,167","  127,237",26 All Archery Seasons,163.6,337,https://webmap.onxmaps.com/hunt/map#9.45/39.9864586648546/-106.939813231828,"DE025O1A,DE025P2R,DE025P3R,DE025W1R,DF025O1M,DF025O2R,DF025O3R,DF025W1R,DM012E1R,DM025O1M,DM025O2R,DM025O3R,DM025O4R",NA,NA
26,Either Sex Muzzleloader,3,0,3,40,7,164,43,4,38,18,10%,40,-5.5000000000000036,26,  410,  199,49%,39.98645866485458,-106.939813231828,"  262,167","  127,237",26 Either Sex Muzzleloader,97.6,201.2,https://webmap.onxmaps.com/hunt/map#9.45/39.9864586648546/-106.939813231828,"DE025O1A,DE025P2R,DE025P3R,DE025W1R,DF025O1M,DF025O2R,DF025O3R,DF025W1R,DM012E1R,DM025O1M,DM025O2R,DM025O3R,DM025O4R",NA,NA
26,Antlered Muzzleloader,3,0,3,26,11,Not Reported,32,5,NA,19,12%,29,-4.000000000000003,26,  410,  199,49%,39.98645866485458,-106.939813231828,"  262,167","  127,237",26 Antlered Muzzleloader,63.5,130.8,https://webmap.onxmaps.com/hunt/map#9.45/39.9864586648546/-106.939813231828,"DE025O1A,DE025P2R,DE025P3R,DE025W1R,DF025O1M,DF025O2R,DF025O3R,DF025W1R,DM012E1R,DM025O1M,DM025O2R,DM025O3R,DM025O4R",NA,NA
26,2nd season rifle Antlered (Does not include PLO),130,0,130,396,33,Not Reported,161,24,NA,27,28%,278,2.999999999999998,26,  410,  199,49%,39.98645866485458,-106.939813231828,"  262,167","  127,237",26 2nd season rifle Antlered (Does not include PLO),966.7,1991.9,https://webmap.onxmaps.com/hunt/map#9.45/39.9864586648546/-106.939813231828,"DE025O1A,DE025P2R,DE025P3R,DE025W1R,DF025O1M,DF025O2R,DF025O3R,DF025W1R,DM012E1R,DM025O1M,DM025O2R,DM025O3R,DM025O4R",NA,NA
26,3rd season rifle Antlered (Does not include PLO),119,0,119,262,45,Not Reported,165,43,NA,NA,44%,214,2.000000000000006,26,  410,  199,49%,39.98645866485458,-106.939813231828,"  262,167","  127,237",26 3rd season rifle Antlered (Does not include PLO),639.6,1317.9,https://webmap.onxmaps.com/hunt/map#9.45/39.9864586648546/-106.939813231828,"DE025O1A,DE025P2R,DE025P3R,DE025W1R,DF025O1M,DF025O2R,DF025O3R,DF025W1R,DM012E1R,DM025O1M,DM025O2R,DM025O3R,DM025O4R",NA,NA
26,4th season rifle Antlered (Does not include PLO),24,0,24,54,45,Not Reported,NA,NA,NA,34,40%,54,5.499999999999999,26,  410,  199,49%,39.98645866485458,-106.939813231828,"  262,167","  127,237",26 4th season rifle Antlered (Does not include PLO),131.8,271.6,https://webmap.onxmaps.com/hunt/map#9.45/39.9864586648546/-106.939813231828,"DE025O1A,DE025P2R,DE025P3R,DE025W1R,DF025O1M,DF025O2R,DF025O3R,DF025W1R,DM012E1R,DM025O1M,DM025O2R,DM025O3R,DM025O4R",NA,NA
26,Antlerless Muzzleloader,0,37,37,14,0,Not Reported,11,0,10,16,5%,12,-8.000000000000004,26,  410,  199,49%,39.98645866485458,-106.939813231828,"  262,167","  127,237",26 Antlerless Muzzleloader,34.2,70.4,https://webmap.onxmaps.com/hunt/map#9.45/39.9864586648546/-106.939813231828,"DE025O1A,DE025P2R,DE025P3R,DE025W1R,DF025O1M,DF025O2R,DF025O3R,DF025W1R,DM012E1R,DM025O1M,DM025O2R,DM025O3R,DM025O4R",NA,NA
26,2nd season rifle Antlerless (Does not include PLO),0,429,429,58,31,Not Reported,30,50,30,50,44%,39,-9.50000000000001,26,  410,  199,49%,39.98645866485458,-106.939813231828,"  262,167","  127,237",26 2nd season rifle Antlerless (Does not include PLO),141.6,291.7,https://webmap.onxmaps.com/hunt/map#9.45/39.9864586648546/-106.939813231828,"DE025O1A,DE025P2R,DE025P3R,DE025W1R,DF025O1M,DF025O2R,DF025O3R,DF025W1R,DM012E1R,DM025O1M,DM025O2R,DM025O3R,DM025O4R",NA,NA
26,3rd season rifle Antlerless (Does not include PLO),0,307,307,65,52,Not Reported,30,75,NA,NA,64%,48,-22.999999999999986,26,  410,  199,49%,39.98645866485458,-106.939813231828,"  262,167","  127,237",26 3rd season rifle Antlerless (Does not include PLO),158.7,326.9,https://webmap.onxmaps.com/hunt/map#9.45/39.9864586648546/-106.939813231828,"DE025O1A,DE025P2R,DE025P3R,DE025W1R,DF025O1M,DF025O2R,DF025O3R,DF025W1R,DM012E1R,DM025O1M,DM025O2R,DM025O3R,DM025O4R",NA,NA
26,4th  season rifle Antlerless (Does not include PLO),0,99,99,0,0,Not Reported,NA,NA,0,0,0%,0,0,26,  410,  199,49%,39.98645866485458,-106.939813231828,"  262,167","  127,237",26 4th  season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/39.9864586648546/-106.939813231828,"DE025O1A,DE025P2R,DE025P3R,DE025W1R,DF025O1M,DF025O2R,DF025O3R,DF025W1R,DM012E1R,DM025O1M,DM025O2R,DM025O3R,DM025O4R",NA,NA
27,All manners of take,41,12,53,223,24,913,555,15,839,19,19%,539,2.5000000000000004,27,  338,  181,53%,40.20010138916104,-106.53017954993072,"  216,492","  115,637",27 All manners of take,659.2,1234.2,https://webmap.onxmaps.com/hunt/map#9.45/40.200101389161/-106.530179549931,"DE018O1A,DE018P2R,DE018P3R,DF018O1M,DF027O2R,DF027O3R,DM018O1M,DM027O2R,DM027O3R,DM027O4R",NA,NA
27,All Rifle,41,8,49,180,27,733,432,12,672,18,19%,428,4.499999999999999,27,  338,  181,53%,40.20010138916104,-106.53017954993072,"  216,492","  115,637",27 All Rifle,532.1,996.2,https://webmap.onxmaps.com/hunt/map#9.45/40.200101389161/-106.530179549931,"DE018O1A,DE018P2R,DE018P3R,DF018O1M,DF027O2R,DF027O3R,DM018O1M,DM027O2R,DM027O3R,DM027O4R",NA,NA
27,2nd Rifle Seasons,16,5,21,113,19,455,234,8,397,16,14%,248,1.499999999999999,27,  338,  181,53%,40.20010138916104,-106.53017954993072,"  216,492","  115,637",27 2nd Rifle Seasons,334.1,625.4,https://webmap.onxmaps.com/hunt/map#9.45/40.200101389161/-106.530179549931,"DE018O1A,DE018P2R,DE018P3R,DF018O1M,DF027O2R,DF027O3R,DM018O1M,DM027O2R,DM027O3R,DM027O4R",NA,NA
27,3rd Rifle Seasons,24,3,27,62,44,266,169,16,248,18,26%,160,13.000000000000005,27,  338,  181,53%,40.20010138916104,-106.53017954993072,"  216,492","  115,637",27 3rd Rifle Seasons,183.3,343.1,https://webmap.onxmaps.com/hunt/map#9.45/40.200101389161/-106.530179549931,"DE018O1A,DE018P2R,DE018P3R,DF018O1M,DF027O2R,DF027O3R,DM018O1M,DM027O2R,DM027O3R,DM027O4R",NA,NA
27,4th Rifle Seasons,0,0,0,5,0,12,29,15,28,43,19%,21,-21.500000000000004,27,  338,  181,53%,40.20010138916104,-106.53017954993072,"  216,492","  115,637",27 4th Rifle Seasons,14.8,27.7,https://webmap.onxmaps.com/hunt/map#9.45/40.200101389161/-106.530179549931,"DE018O1A,DE018P2R,DE018P3R,DF018O1M,DF027O2R,DF027O3R,DM018O1M,DM027O2R,DM027O3R,DM027O4R",NA,NA
27,All Archery Seasons,0,4,4,12,37,56,56,45,58,39,40%,42,-1.000000000000013,27,  338,  181,53%,40.20010138916104,-106.53017954993072,"  216,492","  115,637",27 All Archery Seasons,35.5,66.4,https://webmap.onxmaps.com/hunt/map#9.45/40.200101389161/-106.530179549931,"DE018O1A,DE018P2R,DE018P3R,DF018O1M,DF027O2R,DF027O3R,DM018O1M,DM027O2R,DM027O3R,DM027O4R",NA,NA
27,Either Sex Muzzleloader,0,0,0,32,0,123,68,9,108,16,8%,69,-8.000000000000004,27,  338,  181,53%,40.20010138916104,-106.53017954993072,"  216,492","  115,637",27 Either Sex Muzzleloader,94.6,177.1,https://webmap.onxmaps.com/hunt/map#9.45/40.200101389161/-106.530179549931,"DE018O1A,DE018P2R,DE018P3R,DF018O1M,DF027O2R,DF027O3R,DM018O1M,DM027O2R,DM027O3R,DM027O4R",NA,NA
27,Antlered Muzzleloader,0,0,0,30,0,Not Reported,57,10,NA,13,8%,44,-6.5000000000000036,27,  338,  181,53%,40.20010138916104,-106.53017954993072,"  216,492","  115,637",27 Antlered Muzzleloader,88.7,166,https://webmap.onxmaps.com/hunt/map#9.45/40.200101389161/-106.530179549931,"DE018O1A,DE018P2R,DE018P3R,DF018O1M,DF027O2R,DF027O3R,DM018O1M,DM027O2R,DM027O3R,DM027O4R",NA,NA
27,2nd season rifle Antlered (Does not include PLO),15,0,15,100,15,Not Reported,181,10,NA,11,12%,140,2.0000000000000004,27,  338,  181,53%,40.20010138916104,-106.53017954993072,"  216,492","  115,637",27 2nd season rifle Antlered (Does not include PLO),295.6,553.5,https://webmap.onxmaps.com/hunt/map#9.45/40.200101389161/-106.530179549931,"DE018O1A,DE018P2R,DE018P3R,DF018O1M,DF027O2R,DF027O3R,DM018O1M,DM027O2R,DM027O3R,DM027O4R",NA,NA
27,3rd season rifle Antlered (Does not include PLO),22,0,22,51,43,Not Reported,112,5,NA,NA,24%,82,38.00000000000001,27,  338,  181,53%,40.20010138916104,-106.53017954993072,"  216,492","  115,637",27 3rd season rifle Antlered (Does not include PLO),150.8,282.3,https://webmap.onxmaps.com/hunt/map#9.45/40.200101389161/-106.530179549931,"DE018O1A,DE018P2R,DE018P3R,DF018O1M,DF027O2R,DF027O3R,DM018O1M,DM027O2R,DM027O3R,DM027O4R",NA,NA
27,4th season rifle Antlered (Does not include PLO),0,0,0,5,0,Not Reported,18,53,NA,42,32%,12,-21.00000000000001,27,  338,  181,53%,40.20010138916104,-106.53017954993072,"  216,492","  115,637",27 4th season rifle Antlered (Does not include PLO),14.8,27.7,https://webmap.onxmaps.com/hunt/map#9.45/40.200101389161/-106.530179549931,"DE018O1A,DE018P2R,DE018P3R,DF018O1M,DF027O2R,DF027O3R,DM018O1M,DM027O2R,DM027O3R,DM027O4R",NA,NA
27,Antlerless Muzzleloader,0,30,30,2,0,Not Reported,11,0,53,19,6%,22,-9.500000000000004,27,  338,  181,53%,40.20010138916104,-106.53017954993072,"  216,492","  115,637",27 Antlerless Muzzleloader,5.9,11.1,https://webmap.onxmaps.com/hunt/map#9.45/40.200101389161/-106.530179549931,"DE018O1A,DE018P2R,DE018P3R,DF018O1M,DF027O2R,DF027O3R,DM018O1M,DM027O2R,DM027O3R,DM027O4R",NA,NA
27,2nd season rifle Antlerless (Does not include PLO),0,115,115,10,50,Not Reported,47,0,123,26,25%,60,12.000000000000007,27,  338,  181,53%,40.20010138916104,-106.53017954993072,"  216,492","  115,637",27 2nd season rifle Antlerless (Does not include PLO),29.6,55.3,https://webmap.onxmaps.com/hunt/map#9.45/40.200101389161/-106.530179549931,"DE018O1A,DE018P2R,DE018P3R,DF018O1M,DF027O2R,DF027O3R,DM018O1M,DM027O2R,DM027O3R,DM027O4R",NA,NA
