Unit,Category,Bucks,Antlerless,Total Harvest,Total Hunters,Percent Success,Total Rec. Days,TH23,PS23,TH22,PS22,threeyearsuccess,threeyearshunters,UnitList,gmu_area_sqmi,public_sqmi,percent_public,latitude,longitude,Acres,Acres Public,harvestunit,Hunters Density Per Sq. Mile,Hunters Density Per Public Sq. Mile,onx,Tags,OTC
41,3rd season rifle Antlerless (Does not include PLO),0,163,163,4,100,Not Reported,NA,NA,NA,NA,100%,4,41,  544,  343,63%,39.0231517885103,-108.2648771776802,"  348,001","  219,504",41 3rd season rifle Antlerless (Does not include PLO),7.4,11.7,https://webmap.onxmaps.com/hunt/map#9.45/39.0231517885103/-108.26487717768,"DE041O1A,DE041P5A,DF041O1M,DF041O2R,DF041O3R,DF041P5A,DM041O1M,DM041O2R,DM041O3R,DM041O4R,DM041P2R,DM041P3R",NA
41,4th  season rifle Antlerless (Does not include PLO),0,125,125,0,0,Not Reported,NA,NA,2,0,0%,1,41,  544,  343,63%,39.0231517885103,-108.2648771776802,"  348,001","  219,504",41 4th  season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/39.0231517885103/-108.26487717768,"DE041O1A,DE041P5A,DF041O1M,DF041O2R,DF041O3R,DF041P5A,DM041O1M,DM041O2R,DM041O3R,DM041O4R,DM041P2R,DM041P3R",NA
42,All manners of take,444,8,453,849,53,3859,826,53,845,53,53%,840,42,"1,015",  560,55%,39.398838621367666,-107.73962173709054,"  649,551","  358,333",42 All manners of take,836.5,1516.4,https://webmap.onxmaps.com/hunt/map#9.45/39.3988386213677/-107.739621737091,"DE041O1A,DF041O1M,DF041O2R,DF041O3R,DM041O1M,DM041O2R,DM041O3R,DM041O4R,DM041P2R,DM041P3R",NA
42,All Rifle,428,5,433,685,63,2854,687,59,727,58,60%,700,42,"1,015",  560,55%,39.398838621367666,-107.73962173709054,"  649,551","  358,333",42 All Rifle,674.9,1223.4,https://webmap.onxmaps.com/hunt/map#9.45/39.3988386213677/-107.739621737091,"DE041O1A,DF041O1M,DF041O2R,DF041O3R,DM041O1M,DM041O2R,DM041O3R,DM041O4R,DM041P2R,DM041P3R",NA
42,2nd Rifle Seasons,246,2,248,434,57,1927,440,51,484,53,54%,453,42,"1,015",  560,55%,39.398838621367666,-107.73962173709054,"  649,551","  358,333",42 2nd Rifle Seasons,427.6,775.1,https://webmap.onxmaps.com/hunt/map#9.45/39.3988386213677/-107.739621737091,"DE041O1A,DF041O1M,DF041O2R,DF041O3R,DM041O1M,DM041O2R,DM041O3R,DM041O4R,DM041P2R,DM041P3R",NA
42,3rd Rifle Seasons,150,4,154,201,76,789,247,72,243,69,72%,230,42,"1,015",  560,55%,39.398838621367666,-107.73962173709054,"  649,551","  358,333",42 3rd Rifle Seasons,198,359,https://webmap.onxmaps.com/hunt/map#9.45/39.3988386213677/-107.739621737091,"DE041O1A,DF041O1M,DF041O2R,DF041O3R,DM041O1M,DM041O2R,DM041O3R,DM041O4R,DM041P2R,DM041P3R",NA
42,4th Rifle Seasons,31,0,31,49,63,137,NA,NA,NA,NA,63%,49,42,"1,015",  560,55%,39.398838621367666,-107.73962173709054,"  649,551","  358,333",42 4th Rifle Seasons,48.3,87.5,https://webmap.onxmaps.com/hunt/map#9.45/39.3988386213677/-107.739621737091,"DE041O1A,DF041O1M,DF041O2R,DF041O3R,DM041O1M,DM041O2R,DM041O3R,DM041O4R,DM041P2R,DM041P3R",NA
42,All Archery Seasons,0,0,0,96,0,684,85,13,63,19,11%,81,42,"1,015",  560,55%,39.398838621367666,-107.73962173709054,"  649,551","  358,333",42 All Archery Seasons,94.6,171.5,https://webmap.onxmaps.com/hunt/map#9.45/39.3988386213677/-107.739621737091,"DE041O1A,DF041O1M,DF041O2R,DF041O3R,DM041O1M,DM041O2R,DM041O3R,DM041O4R,DM041P2R,DM041P3R",NA
42,Either Sex Muzzleloader,17,3,20,67,29,321,54,49,55,23,34%,59,42,"1,015",  560,55%,39.398838621367666,-107.73962173709054,"  649,551","  358,333",42 Either Sex Muzzleloader,66,119.7,https://webmap.onxmaps.com/hunt/map#9.45/39.3988386213677/-107.739621737091,"DE041O1A,DF041O1M,DF041O2R,DF041O3R,DM041O1M,DM041O2R,DM041O3R,DM041O4R,DM041P2R,DM041P3R",NA
42,Antlered Muzzleloader,17,0,17,65,26,Not Reported,NA,44,NA,NA,35%,65,42,"1,015",  560,55%,39.398838621367666,-107.73962173709054,"  649,551","  358,333",42 Antlered Muzzleloader,64,116.1,https://webmap.onxmaps.com/hunt/map#9.45/39.3988386213677/-107.739621737091,"DE041O1A,DF041O1M,DF041O2R,DF041O3R,DM041O1M,DM041O2R,DM041O3R,DM041O4R,DM041P2R,DM041P3R",NA
42,2nd season rifle Antlered (Does not include PLO),185,0,185,361,51,Not Reported,NA,NA,NA,NA,51%,361,42,"1,015",  560,55%,39.398838621367666,-107.73962173709054,"  649,551","  358,333",42 2nd season rifle Antlered (Does not include PLO),355.7,644.8,https://webmap.onxmaps.com/hunt/map#9.45/39.3988386213677/-107.739621737091,"DE041O1A,DF041O1M,DF041O2R,DF041O3R,DM041O1M,DM041O2R,DM041O3R,DM041O4R,DM041P2R,DM041P3R",NA
42,3rd season rifle Antlered (Does not include PLO),108,0,108,144,75,Not Reported,NA,NA,NA,NA,75%,144,42,"1,015",  560,55%,39.398838621367666,-107.73962173709054,"  649,551","  358,333",42 3rd season rifle Antlered (Does not include PLO),141.9,257.2,https://webmap.onxmaps.com/hunt/map#9.45/39.3988386213677/-107.739621737091,"DE041O1A,DF041O1M,DF041O2R,DF041O3R,DM041O1M,DM041O2R,DM041O3R,DM041O4R,DM041P2R,DM041P3R",NA
42,4th season rifle Antlered (Does not include PLO),31,0,31,49,63,Not Reported,NA,NA,406,46,54%,228,42,"1,015",  560,55%,39.398838621367666,-107.73962173709054,"  649,551","  358,333",42 4th season rifle Antlered (Does not include PLO),48.3,87.5,https://webmap.onxmaps.com/hunt/map#9.45/39.3988386213677/-107.739621737091,"DE041O1A,DF041O1M,DF041O2R,DF041O3R,DM041O1M,DM041O2R,DM041O3R,DM041O4R,DM041P2R,DM041P3R",NA
42,Antlerless Muzzleloader,0,91,91,3,100,Not Reported,5,90,NA,NA,95%,4,42,"1,015",  560,55%,39.398838621367666,-107.73962173709054,"  649,551","  358,333",42 Antlerless Muzzleloader,3,5.4,https://webmap.onxmaps.com/hunt/map#9.45/39.3988386213677/-107.739621737091,"DE041O1A,DF041O1M,DF041O2R,DF041O3R,DM041O1M,DM041O2R,DM041O3R,DM041O4R,DM041P2R,DM041P3R",NA
42,2nd season rifle Antlerless (Does not include PLO),0,412,412,5,33,Not Reported,NA,NA,NA,NA,33%,5,42,"1,015",  560,55%,39.398838621367666,-107.73962173709054,"  649,551","  358,333",42 2nd season rifle Antlerless (Does not include PLO),4.9,8.9,https://webmap.onxmaps.com/hunt/map#9.45/39.3988386213677/-107.739621737091,"DE041O1A,DF041O1M,DF041O2R,DF041O3R,DM041O1M,DM041O2R,DM041O3R,DM041O4R,DM041P2R,DM041P3R",NA
42,3rd season rifle Antlerless (Does not include PLO),0,219,219,5,67,Not Reported,NA,NA,NA,NA,67%,5,42,"1,015",  560,55%,39.398838621367666,-107.73962173709054,"  649,551","  358,333",42 3rd season rifle Antlerless (Does not include PLO),4.9,8.9,https://webmap.onxmaps.com/hunt/map#9.45/39.3988386213677/-107.739621737091,"DE041O1A,DF041O1M,DF041O2R,DF041O3R,DM041O1M,DM041O2R,DM041O3R,DM041O4R,DM041P2R,DM041P3R",NA
42,4th  season rifle Antlerless (Does not include PLO),0,112,112,0,0,Not Reported,NA,NA,2,100,50%,1,42,"1,015",  560,55%,39.398838621367666,-107.73962173709054,"  649,551","  358,333",42 4th  season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/39.3988386213677/-107.739621737091,"DE041O1A,DF041O1M,DF041O2R,DF041O3R,DM041O1M,DM041O2R,DM041O3R,DM041O4R,DM041P2R,DM041P3R",NA
43,All manners of take,250,28,278,632,44,3104,890,46,693,40,43%,738,43,"1,244",  908,73%,39.22614533593483,-107.1376260233469,"  796,327","  581,421",43 All manners of take,507.9,695.7,https://webmap.onxmaps.com/hunt/map#9.45/39.2261453359348/-107.137626023347,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043E1R,DM043O1M,DM043O2R,DM043O3R,DM043O4R",NA
43,All Rifle,189,10,199,390,51,1744,577,54,449,42,49%,472,43,"1,244",  908,73%,39.22614533593483,-107.1376260233469,"  796,327","  581,421",43 All Rifle,313.4,429.3,https://webmap.onxmaps.com/hunt/map#9.45/39.2261453359348/-107.137626023347,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043E1R,DM043O1M,DM043O2R,DM043O3R,DM043O4R",NA
43,All High Country Rifle Seasons,12,0,12,20,62,84,39,52,28,41,52%,29,43,"1,244",  908,73%,39.22614533593483,-107.1376260233469,"  796,327","  581,421",43 All High Country Rifle Seasons,16.1,22,https://webmap.onxmaps.com/hunt/map#9.45/39.2261453359348/-107.137626023347,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043E1R,DM043O1M,DM043O2R,DM043O3R,DM043O4R",NA
43,Early and Late Seasons (Includes PLOs),12,0,12,20,62,84,39,52,28,41,52%,29,43,"1,244",  908,73%,39.22614533593483,-107.1376260233469,"  796,327","  581,421",43 Early and Late Seasons (Includes PLOs),16.1,22,https://webmap.onxmaps.com/hunt/map#9.45/39.2261453359348/-107.137626023347,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043E1R,DM043O1M,DM043O2R,DM043O3R,DM043O4R",NA
43,2nd Rifle Seasons,92,6,98,225,44,1121,336,50,249,45,46%,270,43,"1,244",  908,73%,39.22614533593483,-107.1376260233469,"  796,327","  581,421",43 2nd Rifle Seasons,180.8,247.7,https://webmap.onxmaps.com/hunt/map#9.45/39.2261453359348/-107.137626023347,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043E1R,DM043O1M,DM043O2R,DM043O3R,DM043O4R",NA
43,3rd Rifle Seasons,75,4,79,133,60,487,178,60,151,37,52%,154,43,"1,244",  908,73%,39.22614533593483,-107.1376260233469,"  796,327","  581,421",43 3rd Rifle Seasons,106.9,146.4,https://webmap.onxmaps.com/hunt/map#9.45/39.2261453359348/-107.137626023347,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043E1R,DM043O1M,DM043O2R,DM043O3R,DM043O4R",NA
43,4th Rifle Seasons,10,0,10,13,75,51,23,72,20,28,58%,19,43,"1,244",  908,73%,39.22614533593483,-107.1376260233469,"  796,327","  581,421",43 4th Rifle Seasons,10.4,14.3,https://webmap.onxmaps.com/hunt/map#9.45/39.2261453359348/-107.137626023347,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043E1R,DM043O1M,DM043O2R,DM043O3R,DM043O4R",NA
43,All Archery Seasons,24,13,38,134,28,888,175,37,112,37,34%,140,43,"1,244",  908,73%,39.22614533593483,-107.1376260233469,"  796,327","  581,421",43 All Archery Seasons,107.7,147.5,https://webmap.onxmaps.com/hunt/map#9.45/39.2261453359348/-107.137626023347,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043E1R,DM043O1M,DM043O2R,DM043O3R,DM043O4R",NA
43,Either Sex Muzzleloader,37,5,42,108,39,473,138,26,131,36,34%,126,43,"1,244",  908,73%,39.22614533593483,-107.1376260233469,"  796,327","  581,421",43 Either Sex Muzzleloader,86.8,118.9,https://webmap.onxmaps.com/hunt/map#9.45/39.2261453359348/-107.137626023347,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043E1R,DM043O1M,DM043O2R,DM043O3R,DM043O4R",NA
43,Antlered Muzzleloader,37,0,37,99,37,Not Reported,NA,26,NA,NA,32%,99,43,"1,244",  908,73%,39.22614533593483,-107.1376260233469,"  796,327","  581,421",43 Antlered Muzzleloader,79.6,109,https://webmap.onxmaps.com/hunt/map#9.45/39.2261453359348/-107.137626023347,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043E1R,DM043O1M,DM043O2R,DM043O3R,DM043O4R",NA
43,2nd season rifle Antlered (Does not include PLO),87,0,87,203,43,Not Reported,NA,NA,0,0,22%,102,43,"1,244",  908,73%,39.22614533593483,-107.1376260233469,"  796,327","  581,421",43 2nd season rifle Antlered (Does not include PLO),163.1,223.5,https://webmap.onxmaps.com/hunt/map#9.45/39.2261453359348/-107.137626023347,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043E1R,DM043O1M,DM043O2R,DM043O3R,DM043O4R",NA
43,3rd season rifle Antlered (Does not include PLO),66,0,66,104,63,Not Reported,NA,NA,NA,NA,63%,104,43,"1,244",  908,73%,39.22614533593483,-107.1376260233469,"  796,327","  581,421",43 3rd season rifle Antlered (Does not include PLO),83.6,114.5,https://webmap.onxmaps.com/hunt/map#9.45/39.2261453359348/-107.137626023347,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043E1R,DM043O1M,DM043O2R,DM043O3R,DM043O4R",NA
43,4th season rifle Antlered (Does not include PLO),10,0,10,13,75,Not Reported,NA,NA,222,45,60%,118,43,"1,244",  908,73%,39.22614533593483,-107.1376260233469,"  796,327","  581,421",43 4th season rifle Antlered (Does not include PLO),10.4,14.3,https://webmap.onxmaps.com/hunt/map#9.45/39.2261453359348/-107.137626023347,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043E1R,DM043O1M,DM043O2R,DM043O3R,DM043O4R",NA
43,Antlerless Muzzleloader,0,136,136,9,54,Not Reported,2,0,NA,NA,27%,6,43,"1,244",  908,73%,39.22614533593483,-107.1376260233469,"  796,327","  581,421",43 Antlerless Muzzleloader,7.2,9.9,https://webmap.onxmaps.com/hunt/map#9.45/39.2261453359348/-107.137626023347,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043E1R,DM043O1M,DM043O2R,DM043O3R,DM043O4R",NA
43,2nd season rifle Antlerless (Does not include PLO),0,246,246,5,67,Not Reported,NA,NA,100,5,36%,52,43,"1,244",  908,73%,39.22614533593483,-107.1376260233469,"  796,327","  581,421",43 2nd season rifle Antlerless (Does not include PLO),4,5.5,https://webmap.onxmaps.com/hunt/map#9.45/39.2261453359348/-107.137626023347,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043E1R,DM043O1M,DM043O2R,DM043O3R,DM043O4R",NA
43,3rd season rifle Antlerless (Does not include PLO),0,167,167,9,31,Not Reported,NA,NA,NA,NA,31%,9,43,"1,244",  908,73%,39.22614533593483,-107.1376260233469,"  796,327","  581,421",43 3rd season rifle Antlerless (Does not include PLO),7.2,9.9,https://webmap.onxmaps.com/hunt/map#9.45/39.2261453359348/-107.137626023347,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043E1R,DM043O1M,DM043O2R,DM043O3R,DM043O4R",NA
43,4th  season rifle Antlerless (Does not include PLO),0,88,88,0,0,Not Reported,NA,NA,8,67,34%,4,43,"1,244",  908,73%,39.22614533593483,-107.1376260233469,"  796,327","  581,421",43 4th  season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/39.2261453359348/-107.137626023347,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043E1R,DM043O1M,DM043O2R,DM043O3R,DM043O4R",NA
44,All manners of take,139,31,170,299,57,1736,275,58,262,52,56%,279,44,  635,  500,79%,39.55621270309135,-106.799104307543,"  406,291","  320,001",44 All manners of take,471,598,https://webmap.onxmaps.com/hunt/map#9.45/39.5562127030913/-106.799104307543,"DE044O1A,DE044P2R,DE044P3R,DF044O1M,DF044O2R,DF044O3R,DM044E1R,DM044O1M,DM044O2R,DM044O3R,DM044O4R",NA
44,All Rifle,104,27,131,165,79,728,162,74,153,63,72%,160,44,  635,  500,79%,39.55621270309135,-106.799104307543,"  406,291","  320,001",44 All Rifle,259.9,330,https://webmap.onxmaps.com/hunt/map#9.45/39.5562127030913/-106.799104307543,"DE044O1A,DE044P2R,DE044P3R,DF044O1M,DF044O2R,DF044O3R,DM044E1R,DM044O1M,DM044O2R,DM044O3R,DM044O4R",NA
44,All High Country Rifle Seasons,2,0,2,7,29,30,5,33,1,100,54%,4,44,  635,  500,79%,39.55621270309135,-106.799104307543,"  406,291","  320,001",44 All High Country Rifle Seasons,11,14,https://webmap.onxmaps.com/hunt/map#9.45/39.5562127030913/-106.799104307543,"DE044O1A,DE044P2R,DE044P3R,DF044O1M,DF044O2R,DF044O3R,DM044E1R,DM044O1M,DM044O2R,DM044O3R,DM044O4R",NA
44,Early and Late Seasons (Includes PLOs),2,0,2,7,29,30,5,33,1,100,54%,4,44,  635,  500,79%,39.55621270309135,-106.799104307543,"  406,291","  320,001",44 Early and Late Seasons (Includes PLOs),11,14,https://webmap.onxmaps.com/hunt/map#9.45/39.5562127030913/-106.799104307543,"DE044O1A,DE044P2R,DE044P3R,DF044O1M,DF044O2R,DF044O3R,DM044E1R,DM044O1M,DM044O2R,DM044O3R,DM044O4R",NA
44,2nd Rifle Seasons,56,21,77,101,77,498,92,65,101,55,66%,98,44,  635,  500,79%,39.55621270309135,-106.799104307543,"  406,291","  320,001",44 2nd Rifle Seasons,159.1,202,https://webmap.onxmaps.com/hunt/map#9.45/39.5562127030913/-106.799104307543,"DE044O1A,DE044P2R,DE044P3R,DF044O1M,DF044O2R,DF044O3R,DM044E1R,DM044O1M,DM044O2R,DM044O3R,DM044O4R",NA
44,3rd Rifle Seasons,25,6,31,36,86,133,42,92,33,80,86%,37,44,  635,  500,79%,39.55621270309135,-106.799104307543,"  406,291","  320,001",44 3rd Rifle Seasons,56.7,72,https://webmap.onxmaps.com/hunt/map#9.45/39.5562127030913/-106.799104307543,"DE044O1A,DE044P2R,DE044P3R,DF044O1M,DF044O2R,DF044O3R,DM044E1R,DM044O1M,DM044O2R,DM044O3R,DM044O4R",NA
44,4th Rifle Seasons,20,0,20,20,100,54,20,88,16,78,89%,19,44,  635,  500,79%,39.55621270309135,-106.799104307543,"  406,291","  320,001",44 4th Rifle Seasons,31.5,40,https://webmap.onxmaps.com/hunt/map#9.45/39.5562127030913/-106.799104307543,"DE044O1A,DE044P2R,DE044P3R,DF044O1M,DF044O2R,DF044O3R,DM044E1R,DM044O1M,DM044O2R,DM044O3R,DM044O4R",NA
44,All Archery Seasons,16,4,20,72,29,701,59,30,53,39,33%,61,44,  635,  500,79%,39.55621270309135,-106.799104307543,"  406,291","  320,001",44 All Archery Seasons,113.4,144,https://webmap.onxmaps.com/hunt/map#9.45/39.5562127030913/-106.799104307543,"DE044O1A,DE044P2R,DE044P3R,DF044O1M,DF044O2R,DF044O3R,DM044E1R,DM044O1M,DM044O2R,DM044O3R,DM044O4R",NA
44,Either Sex Muzzleloader,18,0,18,62,30,307,55,39,55,33,34%,57,44,  635,  500,79%,39.55621270309135,-106.799104307543,"  406,291","  320,001",44 Either Sex Muzzleloader,97.7,124,https://webmap.onxmaps.com/hunt/map#9.45/39.5562127030913/-106.799104307543,"DE044O1A,DE044P2R,DE044P3R,DF044O1M,DF044O2R,DF044O3R,DM044E1R,DM044O1M,DM044O2R,DM044O3R,DM044O4R",NA
44,Antlered Muzzleloader,18,0,18,48,38,Not Reported,NA,41,NA,NA,40%,48,44,  635,  500,79%,39.55621270309135,-106.799104307543,"  406,291","  320,001",44 Antlered Muzzleloader,75.6,96,https://webmap.onxmaps.com/hunt/map#9.45/39.5562127030913/-106.799104307543,"DE044O1A,DE044P2R,DE044P3R,DF044O1M,DF044O2R,DF044O3R,DM044E1R,DM044O1M,DM044O2R,DM044O3R,DM044O4R",NA
44,"All Damage, Auction/Raffle & Misc. Hunts",1,0,1,2,50,13,3,33,NA,NA,42%,2,44,  635,  500,79%,39.55621270309135,-106.799104307543,"  406,291","  320,001","44 All Damage, Auction/Raffle & Misc. Hunts",3.2,4,https://webmap.onxmaps.com/hunt/map#9.45/39.5562127030913/-106.799104307543,"DE044O1A,DE044P2R,DE044P3R,DF044O1M,DF044O2R,DF044O3R,DM044E1R,DM044O1M,DM044O2R,DM044O3R,DM044O4R",NA
44,2nd season rifle Antlered (Does not include PLO),53,0,53,61,87,Not Reported,NA,NA,0,0,44%,30,44,  635,  500,79%,39.55621270309135,-106.799104307543,"  406,291","  320,001",44 2nd season rifle Antlered (Does not include PLO),96.1,122,https://webmap.onxmaps.com/hunt/map#9.45/39.5562127030913/-106.799104307543,"DE044O1A,DE044P2R,DE044P3R,DF044O1M,DF044O2R,DF044O3R,DM044E1R,DM044O1M,DM044O2R,DM044O3R,DM044O4R",NA
44,3rd season rifle Antlered (Does not include PLO),17,0,17,17,100,Not Reported,NA,NA,NA,NA,100%,17,44,  635,  500,79%,39.55621270309135,-106.799104307543,"  406,291","  320,001",44 3rd season rifle Antlered (Does not include PLO),26.8,34,https://webmap.onxmaps.com/hunt/map#9.45/39.5562127030913/-106.799104307543,"DE044O1A,DE044P2R,DE044P3R,DF044O1M,DF044O2R,DF044O3R,DM044E1R,DM044O1M,DM044O2R,DM044O3R,DM044O4R",NA
44,4th season rifle Antlered (Does not include PLO),20,0,20,20,100,Not Reported,NA,NA,60,60,80%,40,44,  635,  500,79%,39.55621270309135,-106.799104307543,"  406,291","  320,001",44 4th season rifle Antlered (Does not include PLO),31.5,40,https://webmap.onxmaps.com/hunt/map#9.45/39.5562127030913/-106.799104307543,"DE044O1A,DE044P2R,DE044P3R,DF044O1M,DF044O2R,DF044O3R,DM044E1R,DM044O1M,DM044O2R,DM044O3R,DM044O4R",NA
44,Antlerless Muzzleloader,0,86,86,14,0,Not Reported,15,33,NA,NA,16%,14,44,  635,  500,79%,39.55621270309135,-106.799104307543,"  406,291","  320,001",44 Antlerless Muzzleloader,22.1,28,https://webmap.onxmaps.com/hunt/map#9.45/39.5562127030913/-106.799104307543,"DE044O1A,DE044P2R,DE044P3R,DF044O1M,DF044O2R,DF044O3R,DM044E1R,DM044O1M,DM044O2R,DM044O3R,DM044O4R",NA
44,2nd season rifle Antlerless (Does not include PLO),0,148,148,33,53,Not Reported,NA,NA,50,26,40%,42,44,  635,  500,79%,39.55621270309135,-106.799104307543,"  406,291","  320,001",44 2nd season rifle Antlerless (Does not include PLO),52,66,https://webmap.onxmaps.com/hunt/map#9.45/39.5562127030913/-106.799104307543,"DE044O1A,DE044P2R,DE044P3R,DF044O1M,DF044O2R,DF044O3R,DM044E1R,DM044O1M,DM044O2R,DM044O3R,DM044O4R",NA
44,3rd season rifle Antlerless (Does not include PLO),0,117,117,9,33,Not Reported,NA,NA,NA,NA,33%,9,44,  635,  500,79%,39.55621270309135,-106.799104307543,"  406,291","  320,001",44 3rd season rifle Antlerless (Does not include PLO),14.2,18,https://webmap.onxmaps.com/hunt/map#9.45/39.5562127030913/-106.799104307543,"DE044O1A,DE044P2R,DE044P3R,DF044O1M,DF044O2R,DF044O3R,DM044E1R,DM044O1M,DM044O2R,DM044O3R,DM044O4R",NA
44,4th  season rifle Antlerless (Does not include PLO),0,120,120,0,0,Not Reported,NA,NA,32,46,23%,16,44,  635,  500,79%,39.55621270309135,-106.799104307543,"  406,291","  320,001",44 4th  season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/39.5562127030913/-106.799104307543,"DE044O1A,DE044P2R,DE044P3R,DF044O1M,DF044O2R,DF044O3R,DM044E1R,DM044O1M,DM044O2R,DM044O3R,DM044O4R",NA
45,All manners of take,80,61,140,437,32,1755,304,24,321,32,29%,354,45,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 All manners of take,773.9,868.1,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"DE035O1A,DE035P2R,DE035P3R,DF035O1M,DF035O2R,DF035O3R,DM035O1M,DM035O2R,DM035O3R,DM035O4R,DM044E1R",NA
45,All Rifle,62,30,91,272,33,943,173,14,162,29,25%,202,45,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 All Rifle,481.7,540.3,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"DE035O1A,DE035P2R,DE035P3R,DF035O1M,DF035O2R,DF035O3R,DM035O1M,DM035O2R,DM035O3R,DM035O4R,DM044E1R",NA
45,All High Country Rifle Seasons,0,0,0,5,0,13,11,29,8,35,21%,8,45,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 All High Country Rifle Seasons,8.9,9.9,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"DE035O1A,DE035P2R,DE035P3R,DF035O1M,DF035O2R,DF035O3R,DM035O1M,DM035O2R,DM035O3R,DM035O4R,DM044E1R",NA
45,Early and Late Seasons (Includes PLOs),0,0,0,5,0,13,11,29,8,35,21%,8,45,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 Early and Late Seasons (Includes PLOs),8.9,9.9,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"DE035O1A,DE035P2R,DE035P3R,DF035O1M,DF035O2R,DF035O3R,DM035O1M,DM035O2R,DM035O3R,DM035O4R,DM044E1R",NA
45,2nd Rifle Seasons,50,30,80,248,32,890,124,15,128,32,26%,167,45,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 2nd Rifle Seasons,439.2,492.7,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"DE035O1A,DE035P2R,DE035P3R,DF035O1M,DF035O2R,DF035O3R,DM035O1M,DM035O2R,DM035O3R,DM035O4R,DM044E1R",NA
45,3rd Rifle Seasons,11,0,11,18,62,38,39,8,26,11,27%,28,45,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 3rd Rifle Seasons,31.9,35.8,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"DE035O1A,DE035P2R,DE035P3R,DF035O1M,DF035O2R,DF035O3R,DM035O1M,DM035O2R,DM035O3R,DM035O4R,DM044E1R",NA
45,4th Rifle Seasons,0,0,0,1,0,1,NA,NA,NA,NA,0%,1,45,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 4th Rifle Seasons,1.8,2,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"DE035O1A,DE035P2R,DE035P3R,DF035O1M,DF035O2R,DF035O3R,DM035O1M,DM035O2R,DM035O3R,DM035O4R,DM044E1R",NA
