Unit,Category,Bucks,Antlerless,Total Harvest,Total Hunters,Percent Success,Total Rec. Days,TH23,PS23,TH22,PS22,threeyearsuccess,threeyearshunters,UnitList,gmu_area_sqmi,public_sqmi,percent_public,latitude,longitude,Acres,Acres Public,harvestunit,Hunters Density Per Sq. Mile,Hunters Density Per Public Sq. Mile,onx,Tags,OTC
4,Either Sex Muzzleloader,2,1,3,30,11,65,39,23,29,7,14%,33,4,  816,  372,46%,40.78594452803292,-107.39991596865592,"  522,294","  237,951",4 Either Sex Muzzleloader,36.8,80.7,https://webmap.onxmaps.com/hunt/map#9.45/40.7859445280329/-107.399915968656,"DE003O1A,DE003P2R,DE003P3R,DE004P4R,DE004W1R,DE004W2R,DE004W3R,DE005W2R,DE214W2R,DE441W1R,DF003O1M,DF003W1R,DF004O2R,DF004O3R,DF004P5A,DF004S4R,DF004W1R,DF004W2R,DF004W3R,DF005W2R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM003W1R,DM004O2R,DM004O3R,DM004O4R,DM004P5A",NA
4,Antlered Muzzleloader,2,0,2,27,7,Not Reported,NA,13,NA,NA,10%,27,4,  816,  372,46%,40.78594452803292,-107.39991596865592,"  522,294","  237,951",4 Antlered Muzzleloader,33.1,72.6,https://webmap.onxmaps.com/hunt/map#9.45/40.7859445280329/-107.399915968656,"DE003O1A,DE003P2R,DE003P3R,DE004P4R,DE004W1R,DE004W2R,DE004W3R,DE005W2R,DE214W2R,DE441W1R,DF003O1M,DF003W1R,DF004O2R,DF004O3R,DF004P5A,DF004S4R,DF004W1R,DF004W2R,DF004W3R,DF005W2R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM003W1R,DM004O2R,DM004O3R,DM004O4R,DM004P5A",NA
4,All Exurban Seasons,0,0,0,8,0,73,19,15,NA,NA,8%,14,4,  816,  372,46%,40.78594452803292,-107.39991596865592,"  522,294","  237,951",4 All Exurban Seasons,9.8,21.5,https://webmap.onxmaps.com/hunt/map#9.45/40.7859445280329/-107.399915968656,"DE003O1A,DE003P2R,DE003P3R,DE004P4R,DE004W1R,DE004W2R,DE004W3R,DE005W2R,DE214W2R,DE441W1R,DF003O1M,DF003W1R,DF004O2R,DF004O3R,DF004P5A,DF004S4R,DF004W1R,DF004W2R,DF004W3R,DF005W2R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM003W1R,DM004O2R,DM004O3R,DM004O4R,DM004P5A",NA
4,2nd season rifle Antlered (Does not include PLO),49,0,49,88,56,Not Reported,NA,NA,NA,NA,56%,88,4,  816,  372,46%,40.78594452803292,-107.39991596865592,"  522,294","  237,951",4 2nd season rifle Antlered (Does not include PLO),107.8,236.7,https://webmap.onxmaps.com/hunt/map#9.45/40.7859445280329/-107.399915968656,"DE003O1A,DE003P2R,DE003P3R,DE004P4R,DE004W1R,DE004W2R,DE004W3R,DE005W2R,DE214W2R,DE441W1R,DF003O1M,DF003W1R,DF004O2R,DF004O3R,DF004P5A,DF004S4R,DF004W1R,DF004W2R,DF004W3R,DF005W2R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM003W1R,DM004O2R,DM004O3R,DM004O4R,DM004P5A",NA
4,3rd season rifle Antlered (Does not include PLO),46,0,46,72,64,Not Reported,NA,NA,NA,NA,64%,72,4,  816,  372,46%,40.78594452803292,-107.39991596865592,"  522,294","  237,951",4 3rd season rifle Antlered (Does not include PLO),88.2,193.7,https://webmap.onxmaps.com/hunt/map#9.45/40.7859445280329/-107.399915968656,"DE003O1A,DE003P2R,DE003P3R,DE004P4R,DE004W1R,DE004W2R,DE004W3R,DE005W2R,DE214W2R,DE441W1R,DF003O1M,DF003W1R,DF004O2R,DF004O3R,DF004P5A,DF004S4R,DF004W1R,DF004W2R,DF004W3R,DF005W2R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM003W1R,DM004O2R,DM004O3R,DM004O4R,DM004P5A",NA
4,4th season rifle Antlered (Does not include PLO),17,0,17,22,78,Not Reported,NA,NA,69,47,62%,46,4,  816,  372,46%,40.78594452803292,-107.39991596865592,"  522,294","  237,951",4 4th season rifle Antlered (Does not include PLO),27,59.2,https://webmap.onxmaps.com/hunt/map#9.45/40.7859445280329/-107.399915968656,"DE003O1A,DE003P2R,DE003P3R,DE004P4R,DE004W1R,DE004W2R,DE004W3R,DE005W2R,DE214W2R,DE441W1R,DF003O1M,DF003W1R,DF004O2R,DF004O3R,DF004P5A,DF004S4R,DF004W1R,DF004W2R,DF004W3R,DF005W2R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM003W1R,DM004O2R,DM004O3R,DM004O4R,DM004P5A",NA
4,Antlerless Muzzleloader,0,34,34,3,0,Not Reported,18,25,NA,NA,12%,10,4,  816,  372,46%,40.78594452803292,-107.39991596865592,"  522,294","  237,951",4 Antlerless Muzzleloader,3.7,8.1,https://webmap.onxmaps.com/hunt/map#9.45/40.7859445280329/-107.399915968656,"DE003O1A,DE003P2R,DE003P3R,DE004P4R,DE004W1R,DE004W2R,DE004W3R,DE005W2R,DE214W2R,DE441W1R,DF003O1M,DF003W1R,DF004O2R,DF004O3R,DF004P5A,DF004S4R,DF004W1R,DF004W2R,DF004W3R,DF005W2R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM003W1R,DM004O2R,DM004O3R,DM004O4R,DM004P5A",NA
4,2nd season rifle Antlerless (Does not include PLO),0,144,144,4,50,Not Reported,NA,NA,NA,NA,50%,4,4,  816,  372,46%,40.78594452803292,-107.39991596865592,"  522,294","  237,951",4 2nd season rifle Antlerless (Does not include PLO),4.9,10.8,https://webmap.onxmaps.com/hunt/map#9.45/40.7859445280329/-107.399915968656,"DE003O1A,DE003P2R,DE003P3R,DE004P4R,DE004W1R,DE004W2R,DE004W3R,DE005W2R,DE214W2R,DE441W1R,DF003O1M,DF003W1R,DF004O2R,DF004O3R,DF004P5A,DF004S4R,DF004W1R,DF004W2R,DF004W3R,DF005W2R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM003W1R,DM004O2R,DM004O3R,DM004O4R,DM004P5A",NA
4,3rd season rifle Antlerless (Does not include PLO),0,136,136,4,50,Not Reported,NA,NA,NA,NA,50%,4,4,  816,  372,46%,40.78594452803292,-107.39991596865592,"  522,294","  237,951",4 3rd season rifle Antlerless (Does not include PLO),4.9,10.8,https://webmap.onxmaps.com/hunt/map#9.45/40.7859445280329/-107.399915968656,"DE003O1A,DE003P2R,DE003P3R,DE004P4R,DE004W1R,DE004W2R,DE004W3R,DE005W2R,DE214W2R,DE441W1R,DF003O1M,DF003W1R,DF004O2R,DF004O3R,DF004P5A,DF004S4R,DF004W1R,DF004W2R,DF004W3R,DF005W2R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM003W1R,DM004O2R,DM004O3R,DM004O4R,DM004P5A",NA
4,4th  season rifle Antlerless (Does not include PLO),0,100,100,8,50,Not Reported,NA,NA,4,100,75%,6,4,  816,  372,46%,40.78594452803292,-107.39991596865592,"  522,294","  237,951",4 4th  season rifle Antlerless (Does not include PLO),9.8,21.5,https://webmap.onxmaps.com/hunt/map#9.45/40.7859445280329/-107.399915968656,"DE003O1A,DE003P2R,DE003P3R,DE004P4R,DE004W1R,DE004W2R,DE004W3R,DE005W2R,DE214W2R,DE441W1R,DF003O1M,DF003W1R,DF004O2R,DF004O3R,DF004P5A,DF004S4R,DF004W1R,DF004W2R,DF004W3R,DF005W2R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM003W1R,DM004O2R,DM004O3R,DM004O4R,DM004P5A",NA
5,All manners of take,99,29,129,275,47,1077,420,58,213,38,48%,303,5,  524,  312,60%,40.9224787729117,-107.0949103659137,"  335,226","  199,914",5 All manners of take,525,880.4,https://webmap.onxmaps.com/hunt/map#9.45/40.9224787729117/-107.094910365914,"DE003O1A,DE003P2R,DE003P3R,DE005P4R,DE005W2R,DF003O1M,DF005O2R,DF005O3R,DF005W1R,DF005W2R,DM003O1M,DM005O2R,DM005O3R,DM005O4R,DM005W1R",NA
5,All Rifle,91,19,110,156,71,448,284,64,110,59,65%,183,5,  524,  312,60%,40.9224787729117,-107.0949103659137,"  335,226","  199,914",5 All Rifle,297.8,499.4,https://webmap.onxmaps.com/hunt/map#9.45/40.9224787729117/-107.094910365914,"DE003O1A,DE003P2R,DE003P3R,DE005P4R,DE005W2R,DF003O1M,DF005O2R,DF005O3R,DF005W1R,DF005W2R,DM003O1M,DM005O2R,DM005O3R,DM005O4R,DM005W1R",NA
5,All Ranching For Wildlife Seasons,32,6,38,60,63,111,78,76,24,88,76%,54,5,  524,  312,60%,40.9224787729117,-107.0949103659137,"  335,226","  199,914",5 All Ranching For Wildlife Seasons,114.5,192.1,https://webmap.onxmaps.com/hunt/map#9.45/40.9224787729117/-107.094910365914,"DE003O1A,DE003P2R,DE003P3R,DE005P4R,DE005W2R,DF003O1M,DF005O2R,DF005O3R,DF005W1R,DF005W2R,DM003O1M,DM005O2R,DM005O3R,DM005O4R,DM005W1R",NA
5,2nd Rifle Seasons,37,3,40,58,69,195,138,57,42,41,56%,79,5,  524,  312,60%,40.9224787729117,-107.0949103659137,"  335,226","  199,914",5 2nd Rifle Seasons,110.7,185.7,https://webmap.onxmaps.com/hunt/map#9.45/40.9224787729117/-107.094910365914,"DE003O1A,DE003P2R,DE003P3R,DE005P4R,DE005W2R,DF003O1M,DF005O2R,DF005O3R,DF005W1R,DF005W2R,DM003O1M,DM005O2R,DM005O3R,DM005O4R,DM005W1R",NA
5,3rd Rifle Seasons,14,10,24,24,100,92,56,69,25,57,75%,35,5,  524,  312,60%,40.9224787729117,-107.0949103659137,"  335,226","  199,914",5 3rd Rifle Seasons,45.8,76.8,https://webmap.onxmaps.com/hunt/map#9.45/40.9224787729117/-107.094910365914,"DE003O1A,DE003P2R,DE003P3R,DE005P4R,DE005W2R,DF003O1M,DF005O2R,DF005O3R,DF005W1R,DF005W2R,DM003O1M,DM005O2R,DM005O3R,DM005O4R,DM005W1R",NA
5,4th Rifle Seasons,9,0,9,14,62,50,12,38,20,63,54%,15,5,  524,  312,60%,40.9224787729117,-107.0949103659137,"  335,226","  199,914",5 4th Rifle Seasons,26.7,44.8,https://webmap.onxmaps.com/hunt/map#9.45/40.9224787729117/-107.094910365914,"DE003O1A,DE003P2R,DE003P3R,DE005P4R,DE005W2R,DF003O1M,DF005O2R,DF005O3R,DF005W1R,DF005W2R,DM003O1M,DM005O2R,DM005O3R,DM005O4R,DM005W1R",NA
5,All Archery Seasons,7,10,16,104,16,572,101,48,89,13,26%,98,5,  524,  312,60%,40.9224787729117,-107.0949103659137,"  335,226","  199,914",5 All Archery Seasons,198.6,332.9,https://webmap.onxmaps.com/hunt/map#9.45/40.9224787729117/-107.094910365914,"DE003O1A,DE003P2R,DE003P3R,DE005P4R,DE005W2R,DF003O1M,DF005O2R,DF005O3R,DF005W1R,DF005W2R,DM003O1M,DM005O2R,DM005O3R,DM005O4R,DM005W1R",NA
5,Either Sex Muzzleloader,2,0,2,15,12,57,35,32,14,31,25%,21,5,  524,  312,60%,40.9224787729117,-107.0949103659137,"  335,226","  199,914",5 Either Sex Muzzleloader,28.6,48,https://webmap.onxmaps.com/hunt/map#9.45/40.9224787729117/-107.094910365914,"DE003O1A,DE003P2R,DE003P3R,DE005P4R,DE005W2R,DF003O1M,DF005O2R,DF005O3R,DF005W1R,DF005W2R,DM003O1M,DM005O2R,DM005O3R,DM005O4R,DM005W1R",NA
5,Antlered Muzzleloader,2,0,2,13,13,Not Reported,NA,28,NA,NA,20%,13,5,  524,  312,60%,40.9224787729117,-107.0949103659137,"  335,226","  199,914",5 Antlered Muzzleloader,24.8,41.6,https://webmap.onxmaps.com/hunt/map#9.45/40.9224787729117/-107.094910365914,"DE003O1A,DE003P2R,DE003P3R,DE005P4R,DE005W2R,DF003O1M,DF005O2R,DF005O3R,DF005W1R,DF005W2R,DM003O1M,DM005O2R,DM005O3R,DM005O4R,DM005W1R",NA
5,2nd season rifle Antlered (Does not include PLO),17,0,17,24,73,Not Reported,NA,NA,NA,NA,73%,24,5,  524,  312,60%,40.9224787729117,-107.0949103659137,"  335,226","  199,914",5 2nd season rifle Antlered (Does not include PLO),45.8,76.8,https://webmap.onxmaps.com/hunt/map#9.45/40.9224787729117/-107.094910365914,"DE003O1A,DE003P2R,DE003P3R,DE005P4R,DE005W2R,DF003O1M,DF005O2R,DF005O3R,DF005W1R,DF005W2R,DM003O1M,DM005O2R,DM005O3R,DM005O4R,DM005W1R",NA
5,3rd season rifle Antlered (Does not include PLO),6,0,6,6,100,Not Reported,NA,NA,NA,NA,100%,6,5,  524,  312,60%,40.9224787729117,-107.0949103659137,"  335,226","  199,914",5 3rd season rifle Antlered (Does not include PLO),11.5,19.2,https://webmap.onxmaps.com/hunt/map#9.45/40.9224787729117/-107.094910365914,"DE003O1A,DE003P2R,DE003P3R,DE005P4R,DE005W2R,DF003O1M,DF005O2R,DF005O3R,DF005W1R,DF005W2R,DM003O1M,DM005O2R,DM005O3R,DM005O4R,DM005W1R",NA
5,4th season rifle Antlered (Does not include PLO),6,0,6,6,100,Not Reported,NA,NA,23,44,72%,14,5,  524,  312,60%,40.9224787729117,-107.0949103659137,"  335,226","  199,914",5 4th season rifle Antlered (Does not include PLO),11.5,19.2,https://webmap.onxmaps.com/hunt/map#9.45/40.9224787729117/-107.094910365914,"DE003O1A,DE003P2R,DE003P3R,DE005P4R,DE005W2R,DF003O1M,DF005O2R,DF005O3R,DF005W1R,DF005W2R,DM003O1M,DM005O2R,DM005O3R,DM005O4R,DM005W1R",NA
5,Antlerless Muzzleloader,0,26,26,1,0,Not Reported,16,35,NA,NA,18%,8,5,  524,  312,60%,40.9224787729117,-107.0949103659137,"  335,226","  199,914",5 Antlerless Muzzleloader,1.9,3.2,https://webmap.onxmaps.com/hunt/map#9.45/40.9224787729117/-107.094910365914,"DE003O1A,DE003P2R,DE003P3R,DE005P4R,DE005W2R,DF003O1M,DF005O2R,DF005O3R,DF005W1R,DF005W2R,DM003O1M,DM005O2R,DM005O3R,DM005O4R,DM005W1R",NA
5,2nd season rifle Antlerless (Does not include PLO),0,97,97,3,100,Not Reported,NA,NA,NA,NA,100%,3,5,  524,  312,60%,40.9224787729117,-107.0949103659137,"  335,226","  199,914",5 2nd season rifle Antlerless (Does not include PLO),5.7,9.6,https://webmap.onxmaps.com/hunt/map#9.45/40.9224787729117/-107.094910365914,"DE003O1A,DE003P2R,DE003P3R,DE005P4R,DE005W2R,DF003O1M,DF005O2R,DF005O3R,DF005W1R,DF005W2R,DM003O1M,DM005O2R,DM005O3R,DM005O4R,DM005W1R",NA
5,3rd season rifle Antlerless (Does not include PLO),0,106,106,10,100,Not Reported,NA,NA,NA,NA,100%,10,5,  524,  312,60%,40.9224787729117,-107.0949103659137,"  335,226","  199,914",5 3rd season rifle Antlerless (Does not include PLO),19.1,32,https://webmap.onxmaps.com/hunt/map#9.45/40.9224787729117/-107.094910365914,"DE003O1A,DE003P2R,DE003P3R,DE005P4R,DE005W2R,DF003O1M,DF005O2R,DF005O3R,DF005W1R,DF005W2R,DM003O1M,DM005O2R,DM005O3R,DM005O4R,DM005W1R",NA
5,4th  season rifle Antlerless (Does not include PLO),0,106,106,0,0,Not Reported,NA,NA,8,62,31%,4,5,  524,  312,60%,40.9224787729117,-107.0949103659137,"  335,226","  199,914",5 4th  season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.9224787729117/-107.094910365914,"DE003O1A,DE003P2R,DE003P3R,DE005P4R,DE005W2R,DF003O1M,DF005O2R,DF005O3R,DF005W1R,DF005W2R,DM003O1M,DM005O2R,DM005O3R,DM005O4R,DM005W1R",NA
6,All manners of take,106,2,108,215,50,1049,226,53,239,41,48%,227,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 All manners of take,348.1,505.9,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA
6,All Rifle,97,2,98,148,66,634,137,75,148,53,65%,144,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 All Rifle,239.6,348.2,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA
6,All High Country Rifle Seasons,29,0,29,50,57,219,52,55,53,28,47%,52,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 All High Country Rifle Seasons,80.9,117.6,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA
6,All Ranching For Wildlife Seasons,3,0,3,4,75,10,4,100,4,25,67%,4,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 All Ranching For Wildlife Seasons,6.5,9.4,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA
6,Early and Late Seasons (Includes PLOs),0,2,2,8,21,19,9,0,12,45,22%,10,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 Early and Late Seasons (Includes PLOs),13,18.8,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA
6,2nd Rifle Seasons,64,0,64,90,72,424,79,75,86,42,63%,85,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 2nd Rifle Seasons,145.7,211.8,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA
6,3rd Rifle Seasons,20,0,20,28,71,116,28,100,29,69,80%,28,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 3rd Rifle Seasons,45.3,65.9,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA
6,4th Rifle Seasons,10,0,10,19,51,65,17,68,17,100,73%,18,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 4th Rifle Seasons,30.8,44.7,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA
6,All Archery Seasons,0,0,0,32,0,212,57,6,57,5,4%,49,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 All Archery Seasons,51.8,75.3,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA
6,Either Sex Muzzleloader,9,0,9,35,27,204,31,40,34,45,37%,33,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 Either Sex Muzzleloader,56.7,82.3,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA
6,Antlered Muzzleloader,9,0,9,35,27,Not Reported,NA,40,NA,NA,34%,35,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 Antlered Muzzleloader,56.7,82.3,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA
6,All Whitetail Only Seasons,0,2,2,3,50,13,NA,NA,0,0,25%,2,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 All Whitetail Only Seasons,4.9,7.1,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA
6,All Whitetail Only Rifle Seasons,0,2,2,3,50,13,NA,NA,NA,NA,50%,3,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 All Whitetail Only Rifle Seasons,4.9,7.1,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA
6,2nd season rifle Antlered (Does not include PLO),64,0,64,90,72,Not Reported,NA,NA,NA,NA,72%,90,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 2nd season rifle Antlered (Does not include PLO),145.7,211.8,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA
6,3rd season rifle Antlered (Does not include PLO),20,0,20,28,71,Not Reported,NA,NA,NA,NA,71%,28,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 3rd season rifle Antlered (Does not include PLO),45.3,65.9,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA
6,4th season rifle Antlered (Does not include PLO),10,0,10,19,51,Not Reported,NA,NA,86,42,46%,52,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 4th season rifle Antlered (Does not include PLO),30.8,44.7,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA
6,Antlerless Muzzleloader,0,62,62,0,0,Not Reported,0,0,NA,NA,0%,0,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 Antlerless Muzzleloader,0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA
6,2nd season rifle Antlerless (Does not include PLO),0,162,162,0,0,Not Reported,NA,NA,NA,NA,0%,0,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 2nd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA
6,3rd season rifle Antlerless (Does not include PLO),0,99,99,0,0,Not Reported,NA,NA,NA,NA,0%,0,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 3rd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA
6,4th  season rifle Antlerless (Does not include PLO),0,70,70,0,0,Not Reported,NA,NA,0,0,0%,0,6,  618,  425,69%,40.75795403659599,-106.13816698901816,"  395,314","  272,014",6 4th  season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.757954036596/-106.138166989018,"DE006O1A,DF006E1R,DF006O1M,DF006P5R,DM006E1R,DM006E2R,DM006O1M,DM006O1R,DM006O2R,DM006O3R,DM006O4R,DM006W1R",NA
7,All manners of take,62,55,117,1006,12,4355,1162,8,1070,15,12%,1079,7,  425,  372,87%,40.81506446568107,-105.99136984657552,"  272,221","  237,961",7 All manners of take,2365.1,2705.7,https://webmap.onxmaps.com/hunt/map#9.45/40.8150644656811/-105.991369846576,"DE007O1A,DF007O1M,DM006E1R,DM007O1M",NA
7,All Rifle,38,21,59,407,15,1719,582,8,500,17,13%,496,7,  425,  372,87%,40.81506446568107,-105.99136984657552,"  272,221","  237,961",7 All Rifle,956.9,1094.6,https://webmap.onxmaps.com/hunt/map#9.45/40.8150644656811/-105.991369846576,"DE007O1A,DF007O1M,DM006E1R,DM007O1M",NA
7,All High Country Rifle Seasons,4,0,4,17,22,79,11,14,11,0,12%,13,7,  425,  372,87%,40.81506446568107,-105.99136984657552,"  272,221","  237,961",7 All High Country Rifle Seasons,40,45.7,https://webmap.onxmaps.com/hunt/map#9.45/40.8150644656811/-105.991369846576,"DE007O1A,DF007O1M,DM006E1R,DM007O1M",NA
7,Early and Late Seasons (Includes PLOs),4,0,4,17,22,79,11,14,11,0,12%,13,7,  425,  372,87%,40.81506446568107,-105.99136984657552,"  272,221","  237,961",7 Early and Late Seasons (Includes PLOs),40,45.7,https://webmap.onxmaps.com/hunt/map#9.45/40.8150644656811/-105.991369846576,"DE007O1A,DF007O1M,DM006E1R,DM007O1M",NA
7,2nd Rifle Seasons,14,0,14,213,7,977,278,6,234,18,10%,242,7,  425,  372,87%,40.81506446568107,-105.99136984657552,"  272,221","  237,961",7 2nd Rifle Seasons,500.8,572.9,https://webmap.onxmaps.com/hunt/map#9.45/40.8150644656811/-105.991369846576,"DE007O1A,DF007O1M,DM006E1R,DM007O1M",NA
7,3rd Rifle Seasons,4,21,26,141,18,521,217,6,174,19,14%,177,7,  425,  372,87%,40.81506446568107,-105.99136984657552,"  272,221","  237,961",7 3rd Rifle Seasons,331.5,379.2,https://webmap.onxmaps.com/hunt/map#9.45/40.8150644656811/-105.991369846576,"DE007O1A,DF007O1M,DM006E1R,DM007O1M",NA
7,4th Rifle Seasons,16,0,16,37,43,141,76,20,78,10,24%,64,7,  425,  372,87%,40.81506446568107,-105.99136984657552,"  272,221","  237,961",7 4th Rifle Seasons,87,99.5,https://webmap.onxmaps.com/hunt/map#9.45/40.8150644656811/-105.991369846576,"DE007O1A,DF007O1M,DM006E1R,DM007O1M",NA
7,All Archery Seasons,11,17,28,289,10,1519,303,7,304,9,9%,299,7,  425,  372,87%,40.81506446568107,-105.99136984657552,"  272,221","  237,961",7 All Archery Seasons,679.4,777.3,https://webmap.onxmaps.com/hunt/map#9.45/40.8150644656811/-105.991369846576,"DE007O1A,DF007O1M,DM006E1R,DM007O1M",NA
